Date,SPX_Price,SPX_Return,Composite_Score,Signal,Position,Forward_Return,Strategy_Return,BH_Return,Strategy_Cumulative,BH_Cumulative,Bench_6040_Return,Bench_6040_Cumulative,Bench_SMA_Return,Bench_SMA_Cumulative,Bench_Random_Return,Bench_Random_Cumulative,Meta_Label,Rolling_Sharpe,Rolling_HitRate,Z1_Momentum,Z2_CrossAsset,Z3_Yield,Z4_Credit,Z5_Vol,Set
2001-02-28,1239.94,-0.09230000000000001,-0.13430478833869433,HOLD,0.0,-0.0642,-0.0,-0.0642,0.9122517344120656,1.8242190175716748,-0.036804399999999994,1.4119431002691747,-0.0,1.8438561115096657,0.0,1.3351050596897982,,,0.6666666666666666,-2.2567485652906405,-1.7069884977921759,1.0732105790616029,1.7598775203046761,0.4591250220230651,train
2001-03-30,1160.33,-0.0642,-0.49694510255650476,HOLD,0.0,0.0768,0.0,0.0768,0.9122517344120656,1.9643190381211795,0.0803284,1.525362230404837,0.0,1.8438561115096657,0.0,1.3351050596897982,,,0.6666666666666666,-2.9498024274535948,-1.4998195754570611,1.1331949492276816,1.186879786087811,-0.35517824518736046,train
2001-04-30,1249.46,0.0768,-0.8928932927764782,SELL,0.0,0.0051,0.0,0.0051,0.9122517344120656,1.9743370652155976,0.006282,1.53494455593624,0.0,1.8438561115096657,0.0,1.3351050596897982,0.0,,0.3333333333333333,-2.2042893922289233,-1.4347073270977078,0.4273980317169991,-0.20671598508088826,-1.0461517911918703,train
2001-05-31,1255.82,0.0051,-0.6211393190680675,SELL,0.0,-0.025,-0.0,-0.025,0.9122517344120656,1.9249786385852077,-0.0126956,1.5154575138318958,-0.0,1.8438561115096657,-0.025000000000000005,1.3017274331975532,1.0,,0.6666666666666666,-1.947465394145271,-0.39204466873451876,-0.06006173340297691,-0.18317390507366565,-0.5229508939839048,train
2001-06-29,1224.42,-0.025,-0.7520486080889851,SELL,0.0,-0.0108,-0.0,-0.0108,0.9122517344120656,1.9041888692884874,-0.0329396,1.4655389495092788,-0.0,1.8438561115096657,-0.010800000000000053,1.2876687769190196,1.0,,0.6666666666666666,-2.109200059136475,-0.17288414867887386,-0.6368394723379894,-0.23016378236758803,-0.6111555779239997,train
2001-07-31,1211.23,-0.0108,-0.3713505707254624,HOLD,0.0,-0.0641,-0.0,-0.0641,0.9122517344120656,1.7821303627670952,-0.0560304,1.383424215952694,-0.0,1.8438561115096657,-0.06410000000000009,1.2051292083185103,,,0.6666666666666666,-1.9824160265520079,-0.6149283991786777,-0.08980461042667517,1.1113018290630041,-0.2809056465329555,train
2001-08-31,1133.58,-0.0641,-0.3550509022352171,HOLD,0.0,-0.0817,-0.0,-0.0817,0.9122517344120656,1.6365303121290236,-0.0692188,1.2876652518335077,-0.0,1.8438561115096657,-0.08170000000000006,1.106670151998888,,,0.6666666666666666,-2.4302888758755365,-0.4715315985343963,-0.08301262590528768,1.2685582867720668,-0.05897969763293184,train
2001-09-28,1040.94,-0.0817,-0.3623960466215598,HOLD,0.0,0.0181,0.0,0.0181,0.9122517344120656,1.666151510778559,-0.020177599999999997,1.2616832574481118,0.0,1.8438561115096657,0.018100000000000043,1.1267008817500679,,,0.6666666666666666,-2.4024235157787364,-0.43378503654939193,0.322998797897761,0.883136259314061,-0.18190673799149235,train
2001-10-31,1059.78,0.0181,0.22186982394734833,HOLD,0.0,0.07519999999999999,0.0,0.07519999999999999,0.9122517344120656,1.7914461043891066,0.0942692,1.3806211287811394,0.0,1.8438561115096657,0.07519999999999988,1.2114287880576728,,,0.6666666666666666,-2.1884540194454356,-0.29776473305329315,1.4912174004536873,0.762810433804264,1.341540037977519,train
2001-11-30,1139.45,0.07519999999999999,-0.1715354277056428,HOLD,0.0,0.0076,0.0,0.0076,0.9122517344120656,1.805061094782464,0.029728399999999995,1.4216647859459965,0.0,1.8438561115096657,0.0076000000000001015,1.2206356468469113,,,0.6666666666666666,-1.4688562926690587,-0.09295186831610974,0.7483878525645548,-0.196128013047891,0.15187118294029076,train
2001-12-31,1148.08,0.0076,-0.26883893038724943,HOLD,0.0,-0.015600000000000001,-0.0,-0.015600000000000001,0.9122517344120656,1.7769021417038575,-0.0107856,1.4063312782306974,-0.0,1.8438561115096657,0.0,1.2206356468469113,,,0.6666666666666666,-1.4155133559010293,-0.024363139055199684,0.3319483933304274,-0.36413932096065166,0.1278727706502061,train
2002-01-31,1130.21,-0.015600000000000001,-0.5681268182431141,SELL,0.0,-0.0208,-0.0,-0.0208,0.9122517344120656,1.7399425771564172,-0.024877999999999997,1.371344568690874,-0.0,1.8438561115096657,0.0,1.2206356468469113,1.0,,0.75,-1.5912791784684392,0.043889618887297296,-0.19495014517126347,-1.0763021840100486,-0.021992202453115926,train
2002-02-28,1106.73,-0.0208,-0.3548746629981851,HOLD,0.0,0.036699999999999997,0.0,0.036699999999999997,0.9122517344120656,1.8037984697380576,0.0645872,1.4599158746178253,0.0,1.8438561115096657,0.0,1.2206356468469113,,,0.75,-1.2238593039369239,0.16203287172417996,-0.295913811982269,-0.3903898554001178,-0.026243215395794654,train
