Date,raw_score,prob_up,threshold,threshold_exit,threshold_score_gate,threshold_low,threshold_high,side,score_coverage,selected_factor_count,Forward_Return,Target_Up,Set,forward_return,turnover,gross_return,cost_drag,net_return,equity_gross,equity_net,drawdown_net
2012-04-30,0.29790159601279903,0.6454509371426741,0.52,0.48,0.06302074164252433,,,1.0,1.0,4,-0.06269999999999999,0,train,-0.06269999999999999,0.0,-0.06269999999999999,0.0,-0.06269999999999999,0.7898658181270515,0.7822670886124748,-0.3453083018095531
2012-05-31,-0.0653301464488531,0.5551965970588664,0.52,0.48,0.070601086187633,,,0.0,1.0,4,0.039599999999999996,1,train,0.039599999999999996,1.0,0.0,0.0005,-0.0005,0.7898658181270515,0.7818759550681686,-0.3456356476586483
2012-06-29,0.19031810814323152,0.6160314024756653,0.52,0.48,0.03608310641923149,,,1.0,1.0,4,0.0126,1,train,0.0126,1.0,0.0126,0.0005,0.0121,0.7998181274354523,0.7913366541244935,-0.33771783899531793
2012-07-31,0.47874190231894354,0.6580440702002877,0.52,0.48,0.06736293024724026,,,1.0,1.0,4,0.019799999999999998,1,train,0.019799999999999998,0.0,0.019799999999999998,0.0,0.019799999999999998,0.8156545263586743,0.8070051198761585,-0.3246046522074252
2012-08-31,0.6672885920965125,0.6857481603247785,0.52,0.48,0.06002248626769642,,,1.0,1.0,4,0.0242,1,train,0.0242,0.0,0.0242,0.0,0.0242,0.8353933658965542,0.8265346437771616,-0.3082600847908449
2012-09-28,0.7983797273706795,0.7156969995290537,0.55,0.48,0.059862020092502466,,,1.0,1.0,5,-0.019799999999999998,0,train,-0.019799999999999998,0.0,-0.019799999999999998,0.0,-0.019799999999999998,0.8188525772518024,0.8101692578303737,-0.3219565351119862
2012-10-31,0.16119316905305628,0.6141976953625727,0.52,0.48,0.07432118387408083,,,1.0,1.0,4,0.0028000000000000004,0,train,0.0028000000000000004,0.0,0.0028000000000000004,0.0,0.0028000000000000004,0.8211453644681074,0.8124377317522987,-0.3200580134102998
2012-11-30,0.12811450685831105,0.6196508766715413,0.55,0.48,0.04603742134128498,,,1.0,1.0,4,0.0070999999999999995,0,train,0.0070999999999999995,0.0,0.0070999999999999995,0.0,0.0070999999999999995,0.826975496555831,0.8182060396477401,-0.31523042530551293
2012-12-31,0.02196474072564429,0.611447731713994,0.52,0.48,0.07060851560150565,,,0.0,1.0,4,0.0504,1,train,0.0504,1.0,0.0,0.0005,-0.0005,0.826975496555831,0.8177969366279163,-0.3155728100928601
2013-01-31,-0.49988461095009984,0.5993816311894266,0.52,0.48,0.05997741958925659,,,1.0,1.0,4,0.0111,1,train,0.0111,1.0,0.0111,0.0005,0.0106,0.8361549245676009,0.8264655841561722,-0.3083178818798443
2013-02-28,-0.31301723564018125,0.6239055746895308,0.55,0.48,0.06958131425192433,,,1.0,1.0,4,0.036000000000000004,1,train,0.036000000000000004,0.0,0.036000000000000004,0.0,0.036000000000000004,0.8662565018520345,0.8562183451857944,-0.28341732562751876
2013-03-29,-0.11533583411220906,0.6438542476458564,0.55,0.48,0.06873552898405809,,,1.0,0.9999999999999998,4,0.0181,1,train,0.0181,0.0,0.0181,0.0,0.0181,0.8819357445355563,0.8717158972336573,-0.27044717922137684
2013-04-30,0.2959739678241367,0.663322826561845,0.55,0.48,0.03134929017302241,,,1.0,1.0,4,0.0208,1,train,0.0208,0.0,0.0208,0.0,0.0208,0.9002800080218959,0.8898475878961173,-0.2552724805491815
2013-05-31,-0.2647095605006668,0.6305798232391548,0.55,0.48,0.13345934412766886,,,1.0,1.0,4,-0.015,0,train,-0.015,0.0,-0.015,0.0,-0.015,0.8867758079015674,0.8764998740776755,-0.2664433933409439
2013-06-28,-0.9650021171918219,0.553905684396866,0.55,0.48,0.05487318680643522,,,1.0,1.0,4,0.0495,1,train,0.0495,0.0,0.0495,0.0,0.0495,0.9306712103926951,0.9198866178445205,-0.23013234131132054
2013-07-31,-0.8082921248100261,0.5967133763422946,0.55,0.48,0.03657952010241126,,,1.0,1.0,4,-0.0313,0,train,-0.0313,0.0,-0.0313,0.0,-0.0313,0.9015412015074037,0.8910941667059871,-0.2542291990282761
2013-08-30,-1.1116946136603651,0.5576839495282369,0.55,0.48,0.056648859182848135,,,1.0,1.0,4,0.0297,1,train,0.0297,0.0,0.0297,0.0,0.0297,0.9283169751921736,0.9175596634571549,-0.23207980623941593
2013-09-30,-0.2238267919354116,0.6607924347955374,0.55,0.48,0.05864529014310998,,,1.0,1.0,4,0.0446,1,train,0.0446,0.0,0.0446,0.0,0.0446,0.9697199122857445,0.958482824447344,-0.19783056559769385
2013-10-31,-0.1444944983397445,0.6845834851878975,0.55,0.48,0.04433948910792535,,,1.0,0.9999999999999999,4,0.027999999999999997,1,train,0.027999999999999997,0.0,0.027999999999999997,0.0,0.027999999999999997,0.9968720698297454,0.9853203435318697,-0.17536982143442925
2013-11-29,0.3806671460123547,0.6652182335314235,0.52,0.48,0.054911241885159084,,,1.0,1.0,4,0.0236,1,train,0.0236,0.0,0.0236,0.0,0.0236,1.0203982506777274,1.0085739036392218,-0.15590854922028174
2013-12-31,0.1680133163261696,0.655041316191273,0.52,0.48,0.0709101253388565,,,1.0,1.0,4,-0.0356,0,train,-0.0356,0.0,-0.0356,0.0,-0.0356,0.9840720729536003,0.9726686726696656,-0.1859582048680397
2014-01-31,-0.057804927477543,0.6413256008028683,0.55,0.48,0.06383222454495031,,,0.0,1.0,4,0.0431,1,train,0.0431,1.0,0.0,0.0005,-0.0005,0.9840720729536003,0.9721823383333308,-0.18636522576560566
2014-02-28,0.433584919292382,0.7128592289780652,0.55,0.48,0.06222078476541023,,,1.0,1.0,4,0.0069,0,train,0.0069,1.0,0.0069,0.0005,0.0063999999999999994,0.9908621702569801,0.9784043052986641,-0.1811579632105056
2014-03-31,0.08690343427471882,0.6740340228269364,0.52,0.48,0.025087674171340765,,,1.0,1.0,4,0.0062,0,train,0.0062,0.0,0.0062,0.0,0.0062,0.9970055157125733,0.9844704119915157,-0.1760811425824107
2014-04-30,0.2066221977638962,0.6482685921147548,0.52,0.48,0.11771762477946579,,,1.0,1.0,4,0.021,1,train,0.021,0.0,0.021,0.0,0.021,1.0179426315425373,1.0051442906433374,-0.15877884657664143
2014-05-30,0.2902241471886315,0.6144190683708339,0.5800000000000001,0.5000000000000001,0.03929531056488838,,,1.0,1.0,4,0.0191,1,train,0.0191,0.0,0.0191,0.0,0.0191,1.0373853358049996,1.024342546594625,-0.14271152254625552
2014-06-30,0.4356292714478735,0.6228072952854836,0.52,0.48,0.04046471205115828,,,1.0,1.0,4,-0.0151,0,train,-0.0151,0.0,-0.0151,0.0,-0.0151,1.0217208172343442,1.008874974141046,-0.15565657855580706
2014-07-31,-0.014517812452433734,0.6136240129197773,0.55,0.48,0.027937401609617055,,,0.0,1.0000000000000002,4,0.0377,1,train,0.0377,1.0,0.0,0.0005,-0.0005,1.0217208172343442,1.0083705366539757,-0.15607875026652906
2014-08-29,0.236739353558805,0.6870847825239047,0.55,0.48,0.15334508399094682,,,1.0,1.0,4,-0.0155,0,train,-0.0155,1.0,-0.0155,0.0005,-0.016,1.0058841445672118,0.992236608067512,-0.16958149026226466
2014-09-30,-0.16417889130183097,0.6318405967063745,0.55,0.48,0.06315561268139004,,,1.0,1.0,4,0.0232,1,train,0.0232,0.0,0.0232,0.0,0.0232,1.0292206567211712,1.0152564973746785,-0.150315780836349
2014-10-31,0.1540894978708911,0.6704637458590248,0.55,0.48,0.15107134030610797,,,1.0,1.0,4,0.0245,1,train,0.0245,0.0,0.0245,0.0,0.0245,1.0544365628108399,1.0401302815603581,-0.1294985174668396
2014-11-28,-0.04241681468074958,0.611093399684866,0.52,0.48,0.038729937553195336,,,1.0,1.0,4,-0.0042,0,train,-0.0042,0.0,-0.0042,0.0,-0.0042,1.0500079292470343,1.0357617343778047,-0.13315462369347875
2014-12-31,0.21179272659399714,0.6950172925890387,0.55,0.48,0.049276197980113845,,,1.0,1.0,4,-0.031,0,train,-0.031,0.0,-0.031,0.0,-0.031,1.0174576834403763,1.0036531206120927,-0.16002683035898102
2015-01-30,0.4331178988466806,0.6392876399577705,0.52,0.48,0.058240939798243234,,,1.0,1.0,4,0.054900000000000004,1,train,0.054900000000000004,0.0,0.054900000000000004,0.0,0.054900000000000004,1.073316110261253,1.0587536769336965,-0.11391230334568914
2015-02-27,0.1684628892371453,0.6638369966063414,0.52,0.48,0.051568688791667955,,,1.0,1.0,4,-0.0174,0,train,-0.0174,0.0,-0.0174,0.0,-0.0174,1.0546404099427071,1.0403313629550501,-0.12933022926747417
2015-03-31,0.187947507590692,0.6506130205494464,0.55,0.48,0.06614588047518306,,,1.0,1.0,4,0.0085,1,train,0.0085,0.0,0.0085,0.0,0.0085,1.06360485342722,1.0491741795401681,-0.12192953621624769
