Date,raw_score,prob_up,threshold,threshold_exit,threshold_score_gate,threshold_low,threshold_high,side,score_coverage,selected_factor_count,Forward_Return,Target_Up,Set,forward_return,turnover,gross_return,cost_drag,net_return,equity_gross,equity_net,drawdown_net
2015-04-30,-0.43262247103512835,0.6150920910878879,0.55,0.48,0.06116842148869228,,,1.0,1.0,4,0.0105,1,train,0.0105,0.0,0.0105,0.0,0.0105,1.0747727043882058,1.0601905084253398,-0.11270979634651834
2015-05-29,-0.6203029423762109,0.5509689957038592,0.52,0.48,0.05864976988372814,,,1.0,1.0,4,-0.021,0,train,-0.021,0.0,-0.021,0.0,-0.021,1.0522024775960535,1.0379265077484077,-0.13134289062324145
2015-06-30,-1.1027013898836608,0.5095913110965191,0.55,0.48,0.061645291207621904,,,1.0,1.0,4,0.0197,1,train,0.0197,0.0,0.0197,0.0,0.0197,1.0729308664046957,1.0583736599510514,-0.11423034556851919
2015-07-31,-0.8372965964065373,0.5788569436607229,0.52,0.48,0.05773617207796251,,,1.0,1.0,4,-0.0626,0,train,-0.0626,0.0,-0.0626,0.0,-0.0626,1.0057653941677618,0.9921194688381155,-0.16967952593592994
2015-08-31,-1.0894383882544247,0.560876323125468,0.52,0.48,0.06403843617386365,,,1.0,1.0,4,-0.0264,0,train,-0.0264,0.0,-0.0264,0.0,-0.0264,0.9792131877617329,0.9659275148607893,-0.19159998645122134
2015-09-30,-0.621033279199591,0.57138647493331,0.55,0.48,0.06396154796990021,,,1.0,1.0,4,0.083,1,train,0.083,0.0,0.083,0.0,0.083,1.0604878823459567,1.046099498594235,-0.1245027853266727
2015-10-30,-0.37495827656827857,0.6686271975564364,0.52,0.48,0.18009544892077006,,,1.0,1.0,4,0.0005,0,train,0.0005,0.0,0.0005,0.0,0.0005,1.0610181262871297,1.0466225483435319,-0.12406503671933611
2015-11-30,0.016666866536450782,0.677108279860723,0.55,0.48,0.10402274010383425,,,0.0,1.0,4,-0.0175,0,train,-0.0175,1.0,-0.0,0.0005,-0.0005,1.0610181262871297,1.0460992370693603,-0.12450300420097637
2015-12-31,-0.16556317641906182,0.6410461052776385,0.55,0.48,0.042213434747235164,,,1.0,1.0,4,-0.0507,0,train,-0.0507,1.0,-0.0507,0.0005,-0.0512,1.0072245072843722,0.992538956131409,-0.1693284503858864
2016-01-29,-0.7356711502251085,0.5041088727588228,0.55,0.48,0.04969487951577744,,,1.0,1.0,4,-0.0040999999999999995,0,train,-0.0040999999999999995,0.0,-0.0040999999999999995,0.0,-0.0040999999999999995,1.0030948868045062,0.9884695464112702,-0.17273420373930426
2016-02-29,-0.5088528335579986,0.5123416323230441,0.55,0.48,0.18643519911109366,,,1.0,1.0,4,0.066,1,train,0.066,0.0,0.066,0.0,0.066,1.0692991493336037,1.053708536474414,-0.11813466118609828
2016-03-31,0.49857016562997014,0.6503051420073055,0.52,0.48,0.15539620417039507,,,1.0,1.0,4,0.0027,0,train,0.0027,0.0,0.0027,0.0,0.0027,1.0721862570368044,1.056553549522895,-0.11575362477130069
2016-04-29,0.9091904827455956,0.6721597383889324,0.52,0.48,0.15412730494564586,,,1.0,1.0,4,0.015300000000000001,1,train,0.015300000000000001,0.0,0.015300000000000001,0.0,0.015300000000000001,1.0885907067694676,1.0727188188305954,-0.10222465523030155
2016-05-31,0.8240548506043495,0.6720732751376826,0.52,0.48,0.1515119906121498,,,1.0,1.0,4,0.0009,0,train,0.0009,0.0,0.0009,0.0,0.0009,1.08957043840556,1.0736842657675427,-0.10141665742000905
2016-06-30,0.6469537662609379,0.6057004877877047,0.52,0.48,0.15842811882473928,,,1.0,1.0,4,0.0356,1,train,0.0356,0.0,0.0356,0.0,0.0356,1.128359146012798,1.1119074256288672,-0.06942709042416129
2016-07-29,0.6644308845783478,0.646890280293557,0.52,0.48,0.1492683073449309,,,1.0,1.0,4,-0.0012,0,train,-0.0012,0.0,-0.0012,0.0,-0.0012,1.1270051150375826,1.1105731367181126,-0.07054377791565236
2016-08-31,0.5044313749883342,0.6278503629128279,0.52,0.48,0.14295477643365967,,,1.0,1.0,4,-0.0012,0,train,-0.0012,0.0,-0.0012,0.0,-0.0012,1.1256527088995376,1.1092404489540508,-0.07165912538215358
2016-09-30,0.06358925320503094,0.5926895235891664,0.52,0.48,0.2601072754677897,,,0.0,1.0,4,-0.0194,0,train,-0.0194,1.0,-0.0,0.0005,-0.0005,1.1256527088995376,1.1086858287295738,-0.07212329581946253
2016-10-31,-0.577438134260972,0.5043180618206974,0.52,0.48,0.0591461727166016,,,0.0,1.0000000000000002,4,0.0342,1,train,0.0342,0.0,0.0,0.0,0.0,1.1256527088995376,1.1086858287295738,-0.07212329581946253
2016-11-30,-1.1471307373862052,0.5217363949500234,0.52,0.48,0.24577649871498766,,,1.0,1.0,4,0.0182,1,train,0.0182,1.0,0.0182,0.0005,0.0177,1.1461395882015093,1.1283095678980872,-0.055699878155467064
2016-12-30,-1.160411525224243,0.5575365735355963,0.52,0.48,0.2582239831722696,,,1.0,1.0,4,0.0179,1,train,0.0179,0.0,0.0179,0.0,0.0179,1.1666554868303163,1.148506309163463,-0.03879690597444985
2017-01-31,-0.847685250014803,0.5844489665032485,0.52,0.48,0.26220392551834565,,,1.0,1.0,4,0.037200000000000004,1,train,0.037200000000000004,0.0,0.037200000000000004,0.0,0.037200000000000004,1.2100550709404039,1.1912307438643437,-0.00304015087669951
2017-02-28,-0.07406372657850531,0.6258261276486646,0.52,0.48,0.1361683287072301,,,0.0,1.0,4,-0.0004,0,train,-0.0004,1.0,-0.0,0.0005,-0.0005,1.2100550709404039,1.1906351284924115,-0.0035386308012611556
2017-03-31,-0.3216144816278068,0.6068859942990666,0.55,0.48,0.041550307490775054,,,1.0,1.0,4,0.0091,1,train,0.0091,1.0,0.0091,0.0005,0.0086,1.2210665720859617,1.200874590597446,0.0
2017-04-28,-0.11690028667987142,0.6051677153650308,0.52,0.48,0.0660437833651505,,,1.0,1.0,4,0.0116,1,train,0.0116,0.0,0.0116,0.0,0.0116,1.235230944322159,1.2148047358483764,0.0
2017-05-31,0.20891952625577964,0.5874455949600369,0.55,0.48,0.05731110489004711,,,1.0,1.0,4,0.0048,0,train,0.0048,0.0,0.0048,0.0,0.0048,1.2411600528549052,1.2206357985804486,0.0
2017-06-30,0.20353029498365022,0.5880688804206208,0.52,0.48,0.1337498252946513,,,1.0,1.0,4,0.019299999999999998,1,train,0.019299999999999998,0.0,0.019299999999999998,0.0,0.019299999999999998,1.2651144418750049,1.2441940694930513,0.0
2017-07-31,0.17430069337228776,0.6006578646479906,0.52,0.48,0.06528216354979562,,,1.0,1.0,4,0.0005,0,train,0.0005,0.0,0.0005,0.0,0.0005,1.2657469990959422,1.2448161665277977,0.0
2017-08-31,0.16674355277392644,0.5903187559056466,0.52,0.48,0.21366152317183496,,,0.0,1.0,4,0.019299999999999998,1,train,0.019299999999999998,1.0,0.0,0.0005,-0.0005,1.2657469990959422,1.244193758444534,-0.0004999999999998339
2017-09-29,0.0989983552547932,0.6078725652645514,0.52,0.48,0.14182886289741345,,,0.0,1.0,4,0.0222,1,train,0.0222,0.0,0.0,0.0,0.0,1.2657469990959422,1.244193758444534,-0.0004999999999998339
2017-10-31,-0.0014258954013766645,0.6118888046741623,0.55,0.48,0.08270820804409285,,,0.0,1.0,4,0.0281,1,train,0.0281,0.0,0.0,0.0,0.0,1.2657469990959422,1.244193758444534,-0.0004999999999998339
2017-11-30,0.09212862044935288,0.6574555528089565,0.52,0.48,0.0776051352093783,,,1.0,1.0,4,0.0098,1,train,0.0098,1.0,0.0098,0.0005,0.0093,1.2781513196870826,1.2557647603980682,0.0
2017-12-29,0.13022535591849677,0.6498224377885202,0.52,0.48,0.07946674821429192,,,1.0,1.0,4,0.0562,1,test,0.0562,0.0,0.0562,0.0,0.0562,1.3499834238534967,1.3263387399324396,0.0
2018-01-31,0.10654880144892986,0.6872672801577139,0.52,0.48,0.07875084389805093,,,1.0,1.0,4,-0.038900000000000004,0,test,-0.038900000000000004,0.0,-0.038900000000000004,0.0,-0.038900000000000004,1.2974690686655956,1.2747441629490677,-0.038900000000000046
2018-02-28,-0.8836290243582338,0.5607494065481031,0.55,0.48,0.056132740238938716,,,1.0,1.0,4,-0.0269,0,test,-0.0269,0.0,-0.0269,0.0,-0.0269,1.262567150718491,1.2404535449657377,-0.06475359000000003
2018-03-30,-1.0112872792230774,0.4926160066805922,0.52,0.48,0.045658149721794376,,,1.0,1.0,4,0.0027,0,test,0.0027,0.0,0.0027,0.0,0.0027,1.2659760820254309,1.243802769537145,-0.06222842469300016
2018-04-30,-1.0525796954047328,0.5299211490160837,0.52,0.48,0.05027419570174278,,,1.0,1.0,4,0.0216,1,test,0.0216,0.0,0.0216,0.0,0.0216,1.2933211653971803,1.2706689093591474,-0.04197255866636884
2018-05-31,-0.5705908880629937,0.5821906650676972,0.52,0.48,0.0474373828617389,,,1.0,1.0,4,0.0048,0,test,0.0048,0.0,0.0048,0.0,0.0048,1.2995291069910866,1.2767681201240713,-0.03737402694796754
2018-06-29,-0.2502355069442638,0.6540094209718794,0.52,0.48,0.05251585340369114,,,1.0,1.0,4,0.036000000000000004,1,test,0.036000000000000004,0.0,0.036000000000000004,0.0,0.036000000000000004,1.3463121548427657,1.322731772448538,-0.0027194919180942856
2018-07-31,0.1013609001162352,0.6658404860548973,0.52,0.48,0.07316552346148332,,,1.0,1.0,4,0.030299999999999997,1,test,0.030299999999999997,0.0,0.030299999999999997,0.0,0.030299999999999997,1.3871054131345015,1.3628105451537287,0.0
2018-08-31,0.3300647479146559,0.6838560781043358,0.52,0.48,0.08510079739107317,,,1.0,1.0,4,0.0043,1,test,0.0043,0.0,0.0043,0.0,0.0043,1.3930699664109798,1.3686706304978897,0.0
2018-09-28,0.04226322760967585,0.6739776908466901,0.52,0.48,0.06523766458867927,,,0.0,1.0,4,-0.0694,0,test,-0.0694,1.0,-0.0,0.0005,-0.0005,1.3930699664109798,1.367986295182641,-0.0004999999999999449
2018-10-31,-0.7928111203004526,0.5849666923507956,0.52,0.48,0.07926361623990175,,,1.0,1.0,4,0.0179,1,test,0.0179,1.0,0.0179,0.0005,0.0174,1.4180059188097365,1.391789256718819,0.0
2018-11-30,-0.7776901774523917,0.6333225399580558,0.55,0.48,0.03992407826678321,,,1.0,1.0,4,-0.09179999999999999,0,test,-0.09179999999999999,0.0,-0.09179999999999999,0.0,-0.09179999999999999,1.2878329754630027,1.2640230029520314,-0.09179999999999999
2018-12-31,-0.27173587677089656,0.5498427427282936,0.52,0.48,0.061235696681307794,,,1.0,1.0,4,0.0787,1,test,0.0787,0.0,0.0787,0.0,0.0787,1.3891854306319409,1.3635016132843563,-0.020324659999999994
2019-01-31,0.6608548849651044,0.5746629157452833,0.52,0.48,0.09037945209132818,,,1.0,1.0,4,0.0297,1,test,0.0297,0.0,0.0297,0.0,0.0297,1.4304442379217097,1.4039976111989017,0.0
2019-02-28,0.5828076040150454,0.6594897689734086,0.52,0.48,0.09037945209132821,,,1.0,1.0,4,0.0179,1,test,0.0179,0.0,0.0179,0.0,0.0179,1.4560491897805083,1.429129168439362,0.0
2019-03-29,1.210559673279941,0.713525428978413,0.52,0.48,0.09037945209132818,,,1.0,1.0,4,0.0393,1,test,0.0393,0.0,0.0393,0.0,0.0393,1.5132719229388822,1.485293944759029,0.0
2019-04-30,0.832502116856489,0.703383872862404,0.52,0.48,0.09037945209132821,,,1.0,1.0,4,-0.0658,0,test,-0.0658,0.0,-0.0658,0.0,-0.0658,1.4136986304095038,1.3875616031938849,-0.06579999999999997
2019-05-31,1.4810351823971328,0.6545183283962495,0.6100000000000001,0.5300000000000001,0.12540880218993242,,,1.0,1.0,4,0.0689,1,test,0.0689,0.0,0.0689,0.0,0.0689,1.5111024660447185,1.4831645976539436,-0.0014336199999999133
2019-06-28,1.242277110467668,0.6819880232399974,0.6100000000000001,0.5300000000000001,0.11644726452761926,,,1.0,1.0,4,0.0131,1,test,0.0131,0.0,0.0131,0.0,0.0131,1.5308979083499046,1.5025940538832103,0.0
2019-07-31,0.9169672628533538,0.6823012315181644,0.52,0.48,0.07112562170920166,,,1.0,1.0,4,-0.0181,0,test,-0.0181,0.0,-0.0181,0.0,-0.0181,1.5031886562087713,1.4753971015079241,-0.018100000000000005
2019-08-30,1.7513580107610933,0.6627855218085941,0.52,0.48,0.0658358918473212,,,1.0,1.0,4,0.0172,1,test,0.0172,0.0,0.0172,0.0,0.0172,1.5290435010955623,1.5007739316538606,-0.0012113199999999047
2019-09-30,0.7095891380014157,0.7069611639881052,0.6100000000000001,0.5300000000000001,0.06739248282027732,,,1.0,1.0,4,0.0204,1,test,0.0204,0.0,0.0204,0.0,0.0204,1.5602359885179118,1.5313897198595994,0.0
2019-10-31,0.6245470439072771,0.6782380123734835,0.6100000000000001,0.5300000000000001,0.08803786203961053,,,1.0,1.0,4,0.034,1,test,0.034,0.0,0.034,0.0,0.034,1.613284012127521,1.5834569703348258,0.0
2019-11-29,-0.1570110323658171,0.6749990455307667,0.6100000000000001,0.5300000000000001,0.07236881890161388,,,1.0,1.0,4,0.0286,1,test,0.0286,0.0,0.0286,0.0,0.0286,1.659423934874368,1.6287438396864018,0.0
2019-12-31,-0.18020969838122758,0.6727887513325335,0.5800000000000001,0.5000000000000001,0.10846467555623868,,,1.0,1.0,4,-0.0016,0,test,-0.0016,0.0,-0.0016,0.0,-0.0016,1.656768856578569,1.6261378495429035,-0.0016000000000000458
2020-01-31,0.6652210502534243,0.6527200630422815,0.5800000000000001,0.5000000000000001,0.07218513071819944,,,1.0,1.0,4,-0.08410000000000001,0,test,-0.08410000000000001,0.0,-0.08410000000000001,0.0,-0.08410000000000001,1.5174345957403113,1.4893796563963453,-0.08556543999999999
2020-02-28,0.6729045229659347,0.6804670426248188,0.5800000000000001,0.5000000000000001,0.06436152962212816,,,1.0,1.0,4,-0.1251,0,test,-0.1251,0.0,-0.1251,0.0,-0.1251,1.3276035278131983,1.3030582613811625,-0.199961203456
2020-03-31,0.6086876801194392,0.7480547058185455,0.5800000000000001,0.5000000000000001,0.07474736930632431,,,1.0,1.0,4,0.1268,1,test,0.1268,0.0,0.1268,0.0,0.1268,1.495943655139912,1.468286048924294,-0.09851628405422086
2020-04-30,1.7584711723915136,0.6515692531445234,0.6100000000000001,0.5300000000000001,0.13305724603024335,,,1.0,1.0,4,0.0453,1,test,0.0453,0.0,0.0453,0.0,0.0453,1.5637099027177497,1.5347994069405644,-0.05767907172187703
2020-05-29,1.4751204312374648,0.690296470205746,0.6100000000000001,0.5300000000000001,0.12445721657851404,,,1.0,1.0,4,0.0184,1,test,0.0184,0.0,0.0184,0.0,0.0184,1.5924821649277563,1.5630397160282707,-0.0403403666415596
2020-06-30,0.7953084431365661,0.6025568976441666,0.52,0.48,0.13223920844851922,,,1.0,1.0,4,0.055099999999999996,1,test,0.055099999999999996,0.0,0.055099999999999996,0.0,0.055099999999999996,1.6802279322152756,1.6491632043814284,0.0
2020-07-31,1.3793758473538837,0.6717268433687283,0.52,0.48,0.13053663850470973,,,1.0,1.0,4,0.0701,1,test,0.0701,0.0,0.0701,0.0,0.0701,1.7980119102635665,1.7647695450085665,0.0
2020-08-31,-0.019421981640100977,0.6764677986172871,0.52,0.48,0.1566158195284869,,,0.0,1.0,4,-0.0392,0,test,-0.0392,1.0,-0.0,0.0005,-0.0005,1.7980119102635665,1.7638871602360624,-0.0004999999999999449
2020-09-30,-0.4219684416947166,0.6338761691879946,0.52,0.48,0.10395910040719186,,,1.0,1.0,4,-0.0277,0,test,-0.0277,1.0,-0.0277,0.0005,-0.0282,1.748206980349266,1.7141455423174055,-0.02868589999999993
2020-10-30,-1.6183382531282162,0.6118763451471193,0.52,0.48,0.10116062925018268,,,1.0,1.0,4,0.1075,1,test,0.1075,0.0,0.1075,0.0,0.1075,1.936139230736812,1.8984161881165265,0.0
2020-11-30,-0.8769791993593252,0.6052066298441956,0.52,0.48,0.11382751327825712,,,1.0,1.0,4,0.0371,1,test,0.0371,0.0,0.0371,0.0,0.0371,2.0079699961971476,1.9688474286956494,0.0
2020-12-31,-1.099154666155623,0.6004470726883938,0.52,0.48,0.07531484025905756,,,1.0,1.0,4,-0.0111,0,test,-0.0111,0.0,-0.0111,0.0,-0.0111,1.9856815292393593,1.9469932222371278,-0.011099999999999999
2021-01-29,-0.7889164420198949,0.5666356172155298,0.55,0.48,0.0712771303803743,,,1.0,1.0,4,0.026099999999999998,1,test,0.026099999999999998,0.0,0.026099999999999998,0.0,0.026099999999999998,2.0375078171525067,1.9978097453375168,0.0
2021-02-26,-1.2743750178629902,0.5711053825056689,0.52,0.48,0.05951429728319228,,,1.0,1.0,4,0.0424,1,test,0.0424,0.0,0.0424,0.0,0.0424,2.123898148599773,2.0825168785398276,0.0
2021-03-31,-1.0971054877945559,0.6252025514986321,0.5800000000000001,0.5000000000000001,0.0611736061403319,,,1.0,1.0,4,0.0524,1,test,0.0524,0.0,0.0524,0.0,0.0524,2.235190411586401,2.1916407629753145,0.0
2021-04-30,-0.8453759112219192,0.6156078275442233,0.5800000000000001,0.5000000000000001,0.0611736061403319,,,1.0,1.0,4,0.0055000000000000005,0,test,0.0055000000000000005,0.0,0.0055000000000000005,0.0,0.0055000000000000005,2.2474839588501268,2.203694787171679,0.0
2021-05-31,-0.14467613429462528,0.6271367613011637,0.6100000000000001,0.5300000000000001,0.10554871436096486,,,1.0,1.0,4,0.0222,1,test,0.0222,0.0,0.0222,0.0,0.0222,2.2973781027365994,2.2526168114468903,0.0
2021-06-30,1.2864969990412138,0.4666891780239213,0.52,0.48,0.08654122206156394,,,0.0,1.0,4,0.0227,1,test,0.0227,1.0,0.0,0.0005,-0.0005,2.2973781027365994,2.251490503041167,-0.0004999999999999449
2021-07-30,1.584151884557661,0.7670813479123114,0.52,0.48,0.06897972675754609,,,1.0,1.0,4,0.028999999999999998,1,test,0.028999999999999998,1.0,0.028999999999999998,0.0005,0.028499999999999998,2.3640020677159606,2.3156579823778403,0.0
2021-08-31,1.4331434260989968,0.7789010614442514,0.52,0.48,0.06897972675754618,,,1.0,1.0,4,-0.047599999999999996,0,test,-0.047599999999999996,0.0,-0.047599999999999996,0.0,-0.047599999999999996,2.2514755692926807,2.205432662416655,-0.04760000000000009
2021-09-30,-0.3334271731880904,0.66313585834314,0.55,0.48,0.06897972675754609,,,1.0,1.0,4,0.0691,1,test,0.0691,0.0,0.0691,0.0,0.0691,2.407052531130805,2.3578280593896457,0.0
2021-10-29,-1.4823846870199895,0.5806535294575479,0.55,0.48,0.09969653596178399,,,1.0,1.0,4,-0.0083,0,test,-0.0083,0.0,-0.0083,0.0,-0.0083,2.387073995122419,2.3382580864967117,-0.008299999999999974
2021-11-30,-1.4442801697255467,0.6052593441657418,0.55,0.48,0.09969653596178399,,,1.0,1.0,4,0.0436,1,test,0.0436,0.0,0.0436,0.0,0.0436,2.4911504213097566,2.4402061390679686,0.0
2021-12-31,-0.4448267850707865,0.6848724960665865,0.55,0.48,0.09969653596178396,,,1.0,1.0,4,-0.0526,0,test,-0.0526,0.0,-0.0526,0.0,-0.0526,2.3601159091488633,2.3118512961529936,-0.05259999999999998
2022-01-31,-0.9936198333229522,0.6870735334385661,0.55,0.48,0.09969653596178399,,,1.0,1.0,4,-0.031400000000000004,0,test,-0.031400000000000004,0.0,-0.031400000000000004,0.0,-0.031400000000000004,2.286008269601589,2.2392591654537894,-0.08234836000000001
2022-02-28,-1.3118998826833708,0.6403606677803816,0.55,0.48,0.09969653596178399,,,1.0,1.0,4,0.0358,1,test,0.0358,0.0,0.0358,0.0,0.0358,2.367847365653326,2.3194246435770354,-0.049496431287999854
2022-03-31,-1.778636143334234,0.6377010946688122,0.55,0.48,0.09969653596178399,,,1.0,1.0,4,-0.08800000000000001,0,test,-0.08800000000000001,0.0,-0.08800000000000001,0.0,-0.08800000000000001,2.1594767974758335,2.1153152749422564,-0.1331407453346558
2022-04-29,-1.9550912764955028,0.6046391194647168,0.55,0.48,0.09969653596178399,,,1.0,1.0,4,0.0001,0,test,0.0001,0.0,0.0001,0.0,0.0001,2.159692745155581,2.1155268064697506,-0.13305405940918935
2022-05-31,-1.9955731828046759,0.581991187546093,0.52,0.48,0.09969653596178399,,,1.0,1.0,4,-0.0839,0,test,-0.0839,0.0,-0.0839,0.0,-0.0839,1.9784945238370277,1.9380341074069385,-0.20579082382475833
2022-06-30,-1.0516927453060319,0.6159728789518482,0.55,0.48,0.1312252565542391,,,1.0,1.0,4,0.0911,1,test,0.0911,0.0,0.0911,0.0,0.0911,2.1587353749585807,2.1145890145917106,-0.1334383678751938
2022-07-29,-0.2862730100637249,0.6945428722124215,0.52,0.48,0.0651606830564623,,,1.0,1.0,4,-0.0424,0,test,-0.0424,0.0,-0.0424,0.0,-0.0424,2.067204995060337,2.024930440373022,-0.17018058107728562
2022-08-31,-1.2309455329349261,0.5684312473430587,0.55,0.48,0.1104703228805101,,,1.0,1.0,4,-0.0934,0,test,-0.0934,0.0,-0.0934,0.0,-0.0934,1.8741280485217016,1.8358019372421817,-0.24768571480466717
2022-09-30,-1.730172639777636,0.5235743056765552,0.55,0.48,0.07911881282989802,,,1.0,1.0,4,0.0799,1,test,0.0799,0.0,0.0799,0.0,0.0799,2.0238708795985856,1.9824825120278322,-0.18757580341755997
2022-10-31,-2.091156016284987,0.5508396513687532,0.55,0.48,0.09875673490205865,,,1.0,1.0,4,0.0538,1,test,0.0538,0.0,0.0538,0.0,0.0538,2.1327551329209897,2.0891400711749295,-0.14386738164142476
2022-11-30,-0.9642240166584046,0.5822116154380502,0.55,0.48,0.11730009321898648,,,1.0,1.0,4,-0.059000000000000004,0,test,-0.059000000000000004,0.0,-0.059000000000000004,0.0,-0.059000000000000004,2.006922580078651,1.9658808069756086,-0.1943792061245807
2022-12-30,-0.31234703147193205,0.5574347914768619,0.55,0.48,0.08724476426420297,,,1.0,1.0,4,0.061799999999999994,1,test,0.061799999999999994,0.0,0.061799999999999994,0.0,0.061799999999999994,2.130950395527512,2.0873722408467015,-0.14459184106307976
2023-01-31,0.5213173903154243,0.5904859764889381,0.55,0.48,0.1332468237574062,,,1.0,1.0,4,-0.026099999999999998,0,test,-0.026099999999999998,0.0,-0.026099999999999998,0.0,-0.026099999999999998,2.075332590204244,2.0328918253606028,-0.16691799401133323
2023-02-28,-0.35665453948477954,0.595971044605327,0.52,0.48,0.10490687041289644,,,1.0,1.0,4,0.0351,1,test,0.0351,0.0,0.0351,0.0,0.0351,2.148176764120413,2.1042463284307598,-0.1376768156011311
2023-03-31,0.6376195757574976,0.6815268737375438,0.52,0.48,0.1332468237574062,,,1.0,1.0,4,0.0146,1,test,0.0146,0.0,0.0146,0.0,0.0146,2.179540144876571,2.1349683248258486,-0.12508689710890775
2023-04-28,0.5096791341271061,0.7377176231368394,0.52,0.48,0.14697401342359034,,,1.0,1.0,4,0.0025,0,test,0.0025,0.0,0.0025,0.0,0.0025,2.184988995238762,2.1403057456379133,-0.12289961435167995
2023-05-31,0.9504601340215229,0.692591513125257,0.55,0.48,0.1549058751308035,,,1.0,1.0,4,0.0647,1,test,0.0647,0.0,0.0647,0.0,0.0647,2.3263577832307103,2.2787835273806865,-0.06615121940023361
2023-06-30,0.10336305868341683,0.6937148982124425,0.52,0.48,0.15490587513080353,,,0.0,1.0,4,0.0311,1,test,0.0311,1.0,0.0,0.0005,-0.0005,2.3263577832307103,2.2776441356169963,-0.06661814379053344
2023-07-31,-0.04503786880365823,0.6639934063362992,0.52,0.48,0.14697401342359034,,,0.0,1.0,4,-0.0177,0,test,-0.0177,0.0,-0.0,0.0,-0.0,2.3263577832307103,2.2776441356169963,-0.06661814379053344
2023-08-31,-0.18540056625487503,0.6508701864098259,0.52,0.48,0.1332468237574062,,,1.0,1.0,4,-0.0487,0,test,-0.0487,1.0,-0.0487,0.0005,-0.0492,2.213064159187375,2.16558404414464,-0.11254053111603923
2023-09-29,-0.6103999456607688,0.5935218299961011,0.52,0.48,0.12219552421388018,,,1.0,1.0,4,-0.022000000000000002,0,test,-0.022000000000000002,0.0,-0.022000000000000002,0.0,-0.022000000000000002,2.1643767476852527,2.117941195173458,-0.13206463943148639
2023-10-31,-0.7238084169446464,0.5940340491376521,0.52,0.48,0.10965196462523011,,,1.0,1.0,4,0.0892,1,test,0.0892,0.0,0.0892,0.0,0.0892,2.357439153578777,2.3068615497829303,-0.05464480526877491
2023-11-30,-0.8352378795165545,0.45779937239464924,0.52,0.48,0.11346390473309678,,,0.0,1.0,4,0.044199999999999996,1,test,0.044199999999999996,1.0,0.0,0.0005,-0.0005,2.357439153578777,2.305708119008039,-0.05511748286614049
2023-12-29,0.29425693052877916,0.4903753978886011,0.52,0.48,0.10104646362664921,,,0.0,1.0,4,0.0159,1,test,0.0159,0.0,0.0,0.0,0.0,2.357439153578777,2.305708119008039,-0.05511748286614049
2024-01-31,0.8654209779578733,0.5922252422331163,0.52,0.48,0.15922367281338876,,,1.0,1.0,4,0.051699999999999996,1,test,0.051699999999999996,1.0,0.051699999999999996,0.0005,0.051199999999999996,2.4793187578188,2.4237603747012506,-0.0067394979888868445
2024-02-29,0.5740703673641776,0.6775577506485381,0.52,0.48,0.1589522841776191,,,1.0,1.0,4,0.031,1,test,0.031,0.0,0.031,0.0,0.031,2.5561776393111826,2.498896946316989,0.0
2024-03-29,0.26482457033040385,0.7243729897238994,0.52,0.48,0.1589522841776191,,,1.0,1.0,4,-0.0416,0,test,-0.0416,0.0,-0.0416,0.0,-0.0416,2.4498406495158376,2.3949428333502025,-0.04159999999999986
2024-04-30,-0.8255024945782284,0.626196926294983,0.52,0.48,0.1589522841776191,,,1.0,1.0,4,0.048,1,test,0.048,0.0,0.048,0.0,0.048,2.567433000692598,2.5099000893510124,0.0
2024-05-31,-0.33848063485323415,0.6169111212742759,0.52,0.48,0.2041439382129855,,,1.0,1.0,4,0.0347,1,test,0.0347,0.0,0.0347,0.0,0.0347,2.6565229258166307,2.5969936224514925,0.0
2024-06-28,-0.4212251318357795,0.5946244507224612,0.52,0.48,0.2109110426492098,,,1.0,1.0,4,0.0113,0,test,0.0113,0.0,0.0113,0.0,0.0113,2.686541634878359,2.6263396503851943,0.0
2024-07-31,0.9659872012917221,0.690721239216727,0.52,0.48,0.19442193296669044,,,1.0,1.0,4,0.022799999999999997,1,test,0.022799999999999997,0.0,0.022799999999999997,0.0,0.022799999999999997,2.747794784153585,2.6862201944139765,0.0
2024-08-30,1.1504206057192947,0.7398952418365736,0.52,0.48,0.21368153529722062,,,1.0,1.0,4,0.0202,1,test,0.0202,0.0,0.0202,0.0,0.0202,2.8033002387934873,2.740481842341139,0.0
2024-09-30,1.295843291577829,0.7638872428381837,0.52,0.48,0.19674673977470952,,,1.0,1.0,4,-0.009899999999999999,0,test,-0.009899999999999999,0.0,-0.009899999999999999,0.0,-0.009899999999999999,2.775547566429432,2.7133510721019616,-0.00990000000000002
2024-10-31,0.21000395744937583,0.7121643376621515,0.52,0.48,0.22044920481016303,,,0.0,1.0,4,0.057300000000000004,1,test,0.057300000000000004,1.0,0.0,0.0005,-0.0005,2.775547566429432,2.7119943965659106,-0.010395050000000072
2024-11-29,-0.37760324622744945,0.6477448095850808,0.52,0.48,0.2105291556033078,,,1.0,1.0,4,-0.025,0,test,-0.025,1.0,-0.025,0.0005,-0.025500000000000002,2.7061588772686958,2.64283853945348,-0.03562997622500008
2024-12-31,-1.1379559204809113,0.5702210547248885,0.52,0.48,0.20448211847986722,,,1.0,1.0,4,0.027000000000000003,1,test,0.027000000000000003,0.0,0.027000000000000003,0.0,0.027000000000000003,2.77922516695495,2.7141951800187236,-0.009591985583075169
