,ann_return,ann_vol,sharpe,max_drawdown,calmar,avg_turnover,info_ratio,win_rate,payout_ratio,pi_plus,pi_minus
MonthlyCV,0.07659164647901551,0.06867141252568248,1.1120081386369332,-0.1442792999566357,0.5308567930537211,0.05316455696202532,,0.6751054852320675,1.1040625817469976,0.016709650937499994,-0.015134695454545445
