scenario,duration,buy_threshold,sell_threshold,tcost_bps,ann_return,ann_vol,sharpe,max_drawdown,calmar,avg_turnover,ending_equity_net,buy_count,hold_count,sell_count,periods
S002,6.0,0.31,-0.25,5.0,0.07161784815315864,0.059706594823205214,1.1914621628313626,-0.1659535543240942,0.4315535659651774,0.06326815642458102,7.873928976432454,74,198,88,358
S005,6.0,0.25,-0.25,0.0,0.07249057567520589,0.06074205346254894,1.185639882288831,-0.1649452785162019,0.43948257462904855,0.07332402234636874,8.067499679451622,96,176,88,358
S011,8.5,0.31,-0.25,25.0,0.07882311787612295,0.0660315217125457,1.1853884442348772,-0.18353196185353127,0.4294789696577656,0.053212290502793295,9.616468674157419,66,212,82,358
S002,6.0,0.31,-0.25,10.0,0.07121397671566099,0.05969711257735381,1.1852924975746113,-0.16696091693597914,0.42653081944301885,0.06326815642458102,7.785877094876197,74,198,88,358
S013,8.5,0.25,-0.31,25.0,0.07846812718406015,0.06581298250600458,1.184072602001146,-0.14555106465931844,0.5391106369968863,0.06131284916201118,9.522512506110923,86,202,72,358
S008,6.0,0.5,-0.25,25.0,0.07002788379670366,0.0589585814732314,1.1804909251872266,-0.15377070196403297,0.4554045920469506,0.041480446927374306,7.532752012079066,40,232,88,358
S005,6.0,0.25,-0.25,5.0,0.07202214721643174,0.06073180221039633,1.1785959641913464,-0.16595355432409442,0.4339897841282632,0.07332402234636874,7.963037672458246,96,176,88,358
S023,10.0,0.25,-0.25,0.0,0.08213722104959653,0.06948190108011956,1.1742689270416713,-0.19981385681771024,0.41106869342164865,0.05991620111731844,10.537954871501636,85,198,77,358
S005,6.0,0.25,-0.25,10.0,0.071553784402407,0.06072345315603707,1.171512968249064,-0.16696091693597925,0.42856607232124944,0.07332402234636874,7.85989788541126,96,176,88,358
S023,10.0,0.25,-0.25,5.0,0.08175187405176243,0.06946679682852826,1.1693491557408926,-0.2000564795239792,0.4086439701742501,0.05991620111731844,10.42657676123088,85,198,77,358
S002,6.0,0.31,-0.25,25.0,0.07000255731336025,0.059678871562683526,1.1665722059780759,-0.16997753110937575,0.41183418100310903,0.06326815642458102,7.527434762318375,74,198,88,358
S023,10.0,0.25,-0.25,10.0,0.08136655034082407,0.06945308282250329,1.1644039361569827,-0.20029910223024838,0.4062252373317748,0.05991620111731844,10.316343404999806,85,198,77,358
S014,8.5,0.25,-0.25,0.0,0.07740956165987156,0.06616266822433442,1.1632243469287173,-0.18229283016981135,0.4246440278960077,0.06466480446927375,9.247577065694786,86,192,82,358
S011,8.5,0.31,-0.25,50.0,0.07711644694057385,0.06597868237255414,1.162142548486362,-0.1847710935372513,0.41736207468527303,0.053212290502793295,9.17281450923212,66,212,82,358
S008,6.0,0.5,-0.25,50.0,0.06870492648833104,0.05894868259746338,1.159579043521858,-0.155054060766724,0.44310304514821025,0.041480446927374306,7.259800837545117,40,232,88,358
S014,8.5,0.25,-0.25,5.0,0.07699523256841179,0.06614700461186872,1.157634244495442,-0.18254065650655527,0.4217977191598782,0.06466480446927375,9.14206831132231,86,192,82,358
S013,8.5,0.25,-0.31,50.0,0.07649981259638583,0.06578991665405558,1.156529265215143,-0.14682282936200153,0.5210348617364566,0.06131284916201118,9.017436586175684,86,202,72,358
S014,8.5,0.25,-0.25,10.0,0.07658094042099406,0.06613290094175649,1.1520143196164778,-0.1827884828432993,0.41895933064144575,0.06466480446927375,9.03773268993658,86,192,82,358
S005,6.0,0.25,-0.25,25.0,0.07014908993051616,0.06070982613363932,1.1500359149973076,-0.1699775311093754,0.4126962515144272,0.07332402234636874,7.558249320458284,96,176,88,358
S023,10.0,0.25,-0.25,25.0,0.08021071898314691,0.06942029009950755,1.1494182937333193,-0.20102697034905526,0.399004764603835,0.05991620111731844,9.99239808944513,85,198,77,358
S020,10.0,0.31,-0.25,0.0,0.08064681412104302,0.06993719378333677,1.1472412406116668,-0.20567276835644488,0.3921122604878669,0.04986033519553073,10.113450672327954,62,221,77,358
S020,10.0,0.31,-0.25,5.0,0.08032693652950296,0.06991915607781361,1.1432585207515886,-0.20615483688938097,0.38964371509073525,0.04986033519553073,10.024520527025569,62,221,77,358
S020,10.0,0.31,-0.25,10.0,0.08000705924483564,0.06990228613160648,1.139254713195133,-0.206636759096971,0.38718696322221036,0.04986033519553073,9.93634646254412,62,221,77,358
S014,8.5,0.25,-0.25,25.0,0.07533828571729084,0.06609995901861909,1.134979257416821,-0.18353196185353138,0.41049136595300467,0.06466480446927375,8.731638262736064,86,192,82,358
S002,6.0,0.31,-0.25,50.0,0.06798417509174781,0.059682511414121925,1.1346987007051519,-0.17498700891523933,0.38850984146302064,0.06326815642458102,7.1151444897600005,74,198,88,358
S022,10.0,0.25,-0.31,0.0,0.08031614796201647,0.07082594182702197,1.1294267200646668,-0.19089067106443403,0.42074422764696673,0.05656424581005587,10.021534378234305,85,208,67,358
S020,10.0,0.31,-0.25,25.0,0.07904742923193564,0.06985869101602833,1.1271184982117983,-0.20808164776767035,0.3798865977848972,0.04986033519553073,9.67629892114658,62,221,77,358
S022,10.0,0.25,-0.31,5.0,0.07995410393838132,0.07079606771951075,1.1251094624902773,-0.19112423564743442,0.4183357681852139,0.05656424581005587,9.921821854086694,85,208,67,358
S023,10.0,0.25,-0.25,50.0,0.07828479962715051,0.06939350097751541,1.1239592218931311,-0.2022400838804007,0.38708844520380054,0.05991620111731844,9.474338825437888,85,198,77,358
S019,10.0,0.31,-0.31,0.0,0.07997440225543628,0.07093958104322622,1.1232388323553468,-0.19681491759605474,0.4063431940640632,0.04650837988826816,9.927386859910722,62,231,67,358
S022,10.0,0.25,-0.31,10.0,0.0795920745700851,0.07076747974724355,1.120768190512719,-0.19135780023043447,0.41593326467089264,0.05656424581005587,9.823072495080886,85,208,67,358
S019,10.0,0.31,-0.31,5.0,0.07967703187994712,0.0709117288635142,1.11974483166629,-0.1972906878393329,0.4038560195240107,0.04650837988826816,9.846160318024586,62,231,67,358
S019,10.0,0.31,-0.31,10.0,0.07937965592774021,0.07088495025329913,1.1162311793599529,-0.197766317220204,0.40138106955470326,0.04650837988826816,9.765574771099208,62,231,67,358
S005,6.0,0.25,-0.25,50.0,0.06780924632211627,0.06072519645407382,1.1135206425832813,-0.17498700891523955,0.3875101742836338,0.07332402234636874,7.080458287461887,96,176,88,358
S022,10.0,0.25,-0.31,25.0,0.07850607443347979,0.0706894478949312,1.1076021404956662,-0.1920584939794343,0.4087612727083357,0.05656424581005587,9.532513580082242,85,208,67,358
S020,10.0,0.31,-0.25,50.0,0.07744805201328209,0.06980945518194032,1.1064864014172218,-0.21048686904526426,0.3679471900768652,0.04986033519553073,9.25743814623891,62,221,77,358
S014,8.5,0.25,-0.25,50.0,0.07326793411927812,0.06607632617073943,1.1060260535568238,-0.1847710935372514,0.39653353084965476,0.06466480446927375,8.243783926789574,86,192,82,358
S019,10.0,0.31,-0.31,25.0,0.07848749459233662,0.07081106777523838,1.1055735104943394,-0.1991923601883797,0.39402863904072233,0.04650837988826816,9.527615557805275,62,231,67,358
S004,6.0,0.25,-0.31,0.0,0.07136579392582987,0.06442766096986786,1.1051996824815569,-0.15248734316134216,0.4680112620909128,0.06466480446927375,7.818864010416618,96,187,77,358
S004,6.0,0.25,-0.31,5.0,0.07095364659151726,0.06441089115909414,1.0994637761678137,-0.15274401492188072,0.46452652582037823,0.06466480446927375,7.729625259669346,96,187,77,358
S001,6.0,0.31,-0.31,0.0,0.0703434054577825,0.06387886862028619,1.0991187072294164,-0.1524873431613426,0.46130651895058666,0.057960893854748605,7.599300299043049,74,209,77,358
S007,6.0,0.5,-0.31,0.0,0.06907912898167923,0.06289763882799922,1.096372981127105,-0.1524873431613425,0.45301549328319385,0.039525139664804476,7.3360208878079884,40,243,77,358
S001,6.0,0.31,-0.31,5.0,0.06997417687910623,0.06386554297141693,1.0939027664001115,-0.1527440149218804,0.45811403422185754,0.057960893854748605,7.521480651085421,74,209,77,358
S004,6.0,0.25,-0.31,10.0,0.07054153602086588,0.06439572281649979,1.0936976822822504,-0.1530006866824185,0.46105372172144565,0.06466480446927375,7.641379080185334,96,187,77,358
S007,6.0,0.5,-0.31,5.0,0.06882802437578528,0.06288203236073907,1.0928737251283225,-0.1527440149218805,0.4506102868317736,0.039525139664804476,7.284789362714297,40,243,77,358
S016,8.5,0.5,-0.31,0.0,0.07348731292798094,0.06724285067684724,1.0910877860490136,-0.15341256652479363,0.47901755763993664,0.03812849162011174,8.294203042302936,31,257,72,358
S007,6.0,0.5,-0.31,10.0,0.06857690494584578,0.06286747041441988,1.0893546322172911,-0.15300068668241884,0.44821305337138656,0.039525139664804476,7.233900710487078,40,243,77,358
S001,6.0,0.31,-0.31,10.0,0.06960496659930704,0.0638536832274879,1.0886596552824181,-0.15300068668241873,0.4549323804264032,0.057960893854748605,7.4444352575931285,74,209,77,358
S016,8.5,0.5,-0.31,5.0,0.0732444027669561,0.06722548393144843,1.0879666139329962,-0.15366420470897546,0.47665234011833546,0.03812849162011174,8.238393416922927,31,257,72,358
S019,10.0,0.31,-0.31,50.0,0.07700044732634459,0.07070950597162697,1.0874293113620184,-0.20156628122054454,0.38201055682569374,0.04650837988826816,9.143388989285912,62,231,67,358
S022,10.0,0.25,-0.31,50.0,0.07669636765121046,0.07058524959896914,1.0851963669432099,-0.19322631689443515,0.39692506116085524,0.05656424581005587,9.066685738582347,85,208,67,358
S016,8.5,0.5,-0.31,10.0,0.0730014760666784,0.06720906321298176,1.0848285586444737,-0.15391584289315763,0.47429474896455703,0.03812849162011174,8.182943052026422,31,257,72,358
S006,6.0,0.25,-0.5,0.0,0.07299017339868508,0.06730676506125083,1.0833871123833843,-0.13410013385125474,0.5442960517820701,0.044553072625698326,8.180371910339108,96,223,41,358
S006,6.0,0.25,-0.5,5.0,0.07270633557779616,0.06728790088851092,1.0797180837636469,-0.13410013385125463,0.5421794407635926,0.044553072625698326,8.116059614414612,96,223,41,358
S007,6.0,0.5,-0.31,25.0,0.06782345765756448,0.06283005870320886,1.0786798388635597,-0.1537707019640332,0.4410687913320986,0.039525139664804476,7.0832701086100105,40,243,77,358
S004,6.0,0.25,-0.31,25.0,0.06930542496484393,0.06435983732308559,1.0762222092815004,-0.1537707019640332,0.4507063054251674,0.06466480446927375,7.382489020434542,96,187,77,358
S006,6.0,0.25,-0.5,10.0,0.07242248937898021,0.06727012721470794,1.0760295538171782,-0.13410013385125474,0.5400627672699566,0.044553072625698326,8.052234232129411,96,223,41,358
S016,8.5,0.5,-0.31,25.0,0.07227259666937558,0.06716548395788559,1.0753141951498264,-0.1546707574457028,0.467267361089551,0.03812849162011174,8.018725505944515,31,257,72,358
S003,6.0,0.31,-0.5,0.0,0.07185969680745252,0.0668888690355981,1.0738878681569373,-0.13410013385125474,0.5358659588450526,0.04120111731843576,7.92711661456488,74,245,41,358
S001,6.0,0.31,-0.31,25.0,0.06849744559626592,0.06382690709177305,1.0727706511473722,-0.15377070196403309,0.44545186255498426,0.057960893854748605,7.217870174465852,74,209,77,358
S003,6.0,0.31,-0.5,5.0,0.07159709796607272,0.06687654681174368,1.0703892721863153,-0.13410013385125474,0.5339077293203075,0.04120111731843576,7.869381671049627,74,245,41,358
S003,6.0,0.31,-0.5,10.0,0.07133448618735705,0.06686524718604202,1.066873070337459,-0.13410013385125463,0.531949403320373,0.04120111731843576,7.8120504139428615,74,245,41,358
S009,6.0,0.5,-0.5,0.0,0.07058586418722101,0.06620613245118377,1.0662056293556574,-0.13410013385125474,0.526366843641749,0.03114525139664805,7.6508242342574375,40,279,41,358
S006,6.0,0.25,-0.5,25.0,0.07157090048595038,0.06722335757131881,1.0648484730751617,-0.13410013385125474,0.5337123717216984,0.044553072625698326,7.863644242065613,96,223,41,358
S009,6.0,0.5,-0.5,5.0,0.07038804995976178,0.06618996970027435,1.0636427230249463,-0.13410013385125474,0.5248917203754392,0.03114525139664805,7.608762265568371,40,279,41,358
S009,6.0,0.5,-0.5,10.0,0.07019021441586837,0.0661745973438922,1.0610658911253565,-0.13410013385125463,0.5234164381500479,0.03114525139664805,7.566919334650363,40,279,41,358
S007,6.0,0.5,-0.31,50.0,0.06656741518986231,0.06278865385914076,1.0605063067159126,-0.15505406076672368,0.42931745779952135,0.039525139664804476,6.838874320328733,40,243,77,358
S016,8.5,0.5,-0.31,50.0,0.0710574663193082,0.06711182936306788,1.05912987695333,-0.15592894836661209,0.45570413360475925,0.03812849162011174,7.7520112602797795,31,257,72,358
S003,6.0,0.31,-0.5,25.0,0.0705465731808319,0.06683748884962074,1.05622028396889,-0.13410013385125485,0.5260738461236947,0.04120111731843576,7.6424517972928445,74,245,41,358
S012,8.5,0.31,-0.5,0.0,0.07382799722317013,0.0701391058378481,1.0536213556440681,-0.1827526732804996,0.4039776595215904,0.033100558659217884,8.373092682535415,66,254,40,358
S009,6.0,0.5,-0.5,25.0,0.06959657979841882,0.06613322801191704,1.0532525882884065,-0.13410013385125485,0.5189896370693858,0.03114525139664805,7.442694022677742,40,279,41,358
S012,8.5,0.31,-0.5,5.0,0.07361751815234463,0.07011827160157685,1.0511020129441342,-0.18298933347421764,0.40230496911841584,0.033100558659217884,8.32426848103306,66,254,40,358
S012,8.5,0.31,-0.5,10.0,0.07340701859274934,0.07009822840914412,1.0485693396359421,-0.18322599366793513,0.4006364878871207,0.033100558659217884,8.275714775807401,66,254,40,358
S017,8.5,0.5,-0.25,0.0,0.07045541353045648,0.06730729873448935,1.04784208306955,-0.1910203712429377,0.36883717203570937,0.03812849162011174,7.623060872504238,31,247,82,358
S004,6.0,0.25,-0.31,50.0,0.067245975835595,0.06433213974926447,1.046530434727856,-0.1550540607667239,0.43369374206048933,0.06466480446927375,6.969875546558694,96,187,77,358
S006,6.0,0.25,-0.5,50.0,0.07015141783454659,0.06716728851564674,1.0458379225725265,-0.13410013385125474,0.5231271276161384,0.044553072625698326,7.558739841226591,96,223,41,358
S001,6.0,0.31,-0.31,50.0,0.06665194363796312,0.06381165471921639,1.0457777056488975,-0.1550540607667238,0.42986261248739455,0.057960893854748605,6.855062472451662,74,209,77,358
S017,8.5,0.5,-0.25,5.0,0.07021300467557179,0.06729167772514566,1.0446856363003387,-0.19126555248298638,0.36709696944418385,0.03812849162011174,7.571728198953587,31,247,82,358
S017,8.5,0.5,-0.25,10.0,0.06997057927801809,0.06727700264337312,1.0415130796436045,-0.19151073372303473,0.36536113625469385,0.03812849162011174,7.520726212692817,31,247,82,358
S012,8.5,0.31,-0.5,25.0,0.07277539690029777,0.07004285175173179,1.0408919853117937,-0.18393597424908814,0.39565613631265256,0.033100558659217884,8.131662473951389,66,254,40,358
S009,6.0,0.5,-0.5,50.0,0.0686067616261945,0.06608013293339894,1.0399591069645986,-0.13410013385125474,0.5116084500131359,0.03114525139664805,7.239933039317154,40,279,41,358
S003,6.0,0.31,-0.5,50.0,0.0692331256567198,0.06681171611487781,1.0381274717401818,-0.13410013385125474,0.5162793180617843,0.04120111731843576,7.3676120778036625,74,245,41,358
S017,8.5,0.5,-0.25,25.0,0.06924320376820203,0.06723865895743383,1.031899898643911,-0.19224627744317946,0.36017968560492747,0.03812849162011174,7.3696840995069515,31,247,82,358
S012,8.5,0.31,-0.5,50.0,0.07172228354687094,0.06996643639279714,1.027836059182036,-0.18511927521767702,0.3874382257738128,0.033100558659217884,7.896854082057099,66,254,40,358
S017,8.5,0.5,-0.25,50.0,0.06803057982718519,0.06719372136492183,1.0155667706499334,-0.19347218364342156,0.35162977202226026,0.03812849162011174,7.124373498581208,31,247,82,358
S026,10.0,0.5,-0.25,0.0,0.07254926315834331,0.07231462463778278,1.0072693587423354,-0.2042024344879415,0.3552810882997943,0.04148044692737431,8.080680285731646,31,252,77,358
S026,10.0,0.5,-0.25,5.0,0.07228536471528657,0.07229440853885281,1.0041084002508363,-0.20469058368852333,0.35314455317242566,0.04148044692737431,8.021574561458628,31,252,77,358
S026,10.0,0.5,-0.25,10.0,0.07202145349359901,0.0722751432805504,1.0009325051442877,-0.2051785831456615,0.35101837818262516,0.04148044692737431,7.9628839424216835,31,252,77,358
S015,8.5,0.25,-0.5,0.0,0.06955249416593579,0.07047216577486315,0.9920320279934236,-0.1827526732804997,0.38058263617945803,0.04120111731843575,7.433547606162244,86,234,40,358
S026,10.0,0.5,-0.25,25.0,0.07122964311183533,0.0722230599706433,0.9913162389944803,-0.20664168305641528,0.3447012338376518,0.04148044692737431,7.789274863246219,31,252,77,358
S015,8.5,0.25,-0.5,5.0,0.06929075562754727,0.07045595820091144,0.9887515634684025,-0.18298933347421764,0.3786600798636715,0.04120111731843575,7.379468182515381,86,234,40,358
S015,8.5,0.25,-0.5,10.0,0.0690290042115933,0.07044071974506344,0.985456031314469,-0.18322599366793502,0.3767424197283725,0.04120111731843575,7.3257664618348874,86,234,40,358
S025,10.0,0.5,-0.31,0.0,0.07140075024498138,0.07313403627647379,0.9821051235339618,-0.19532818746483194,0.3655424809480547,0.04148044692737431,7.8264784449817855,31,262,67,358
S025,10.0,0.5,-0.31,5.0,0.07113781318342371,0.07310485668590723,0.9790926662753096,-0.19581008465081706,0.3633000481577948,0.04148044692737431,7.7693789515360985,31,262,67,358
S025,10.0,0.5,-0.31,10.0,0.0708748634258729,0.07307661144858793,0.9760653231560497,-0.19629183768390923,0.3610688262035807,0.04148044692737431,7.712679444841732,31,262,67,358
S015,8.5,0.25,-0.5,25.0,0.06824367265225484,0.07040082517908261,0.9754802139958106,-0.18393597424908803,0.3710186271655513,0.04120111731843575,7.1669023175000275,86,234,40,358
S026,10.0,0.5,-0.25,50.0,0.06990970314995892,0.07215533497672222,0.9750003765299619,-0.20907718803880115,0.3343726965420296,0.04148044692737431,7.5079712097803135,31,252,77,358
S025,10.0,0.5,-0.31,25.0,0.07008593793276674,0.0729974925227223,0.9668948327513065,-0.19773623186582978,0.3544415571766445,0.04148044692737431,7.544954074820239,31,262,67,358
S015,8.5,0.25,-0.5,50.0,0.06693452873813666,0.07035376750694859,0.9585638535272389,-0.18511927521767702,0.36157514477857616,0.04120111731843575,6.9094500063285995,86,234,40,358
S024,10.0,0.25,-0.5,0.0,0.06936163321509303,0.07315538929018868,0.9557805668148939,-0.1908906710644338,0.3633578992012685,0.03645251396648045,7.39407498075565,85,238,37,358
S024,10.0,0.25,-0.5,5.0,0.06913131522102756,0.07312571251503476,0.9531775070664927,-0.1911242356474342,0.3617087858420724,0.03645251396648045,7.3467117849424985,85,238,37,358
S025,10.0,0.5,-0.31,50.0,0.06877080777533795,0.07288440907479013,0.9513212193989476,-0.2001406724445104,0.34361235492703196,0.04148044692737431,7.27316423143538,31,262,67,358
S024,10.0,0.25,-0.5,10.0,0.06890097936287476,0.07309686140048466,0.9505615965240648,-0.19135780023043447,0.3600636048277295,0.03645251396648045,7.2996382309938825,85,238,37,358
S021,10.0,0.31,-0.5,0.0,0.06875208259778454,0.07308845298905507,0.9487428616812648,-0.19681491759605496,0.349323534199232,0.033100558659217884,7.269363590477538,62,261,37,358
S021,10.0,0.31,-0.5,5.0,0.0685432766360925,0.07305865362572415,0.9464114278228605,-0.1972906878393328,0.34742276681559314,0.033100558659217884,7.227112167769832,62,261,37,358
S021,10.0,0.31,-0.5,10.0,0.06833445042331121,0.07302960733786099,0.9440683560274155,-0.1977663172202042,0.345531288562267,0.033100558659217884,7.185094072666413,62,261,37,358
S024,10.0,0.25,-0.5,25.0,0.06820986453672906,0.0730152716679071,0.9426373750328496,-0.19205849397943464,0.35515151203899825,0.03645251396648045,7.16013859531736,85,238,37,358
S021,10.0,0.31,-0.5,25.0,0.06770785019864967,0.07294699580632803,0.9369697892203944,-0.1991923601883797,0.3399118828383637,0.033100558659217884,7.060427574563014,62,261,37,358
S024,10.0,0.25,-0.5,50.0,0.06705764858385943,0.07289588801653923,0.9291792780956865,-0.19322631689443526,0.34704200577654665,0.03645251396648045,6.933276395274088,85,238,37,358
S021,10.0,0.31,-0.5,50.0,0.06666311072362618,0.07282445097776982,0.9249107081590023,-0.20156628122054465,0.33072550785756893,0.033100558659217884,6.857203862926935,62,261,37,358
S018,8.5,0.5,-0.5,0.0,0.06244428742237629,0.07128053272840416,0.8875757859638486,-0.19147530636237498,0.3261218828092531,0.031424581005586594,6.092571170186116,31,289,40,358
S018,8.5,0.5,-0.5,5.0,0.06224696175144118,0.07125370817026352,0.8852637847783797,-0.19170944063772366,0.3246942954106795,0.031424581005586594,6.058903163606304,31,289,40,358
S018,8.5,0.5,-0.5,10.0,0.062049614989401425,0.07122762019949126,0.8829409112943704,-0.1919435749130718,0.3232700808948813,0.031424581005586594,6.025411436121379,31,289,40,358
S018,8.5,0.5,-0.5,25.0,0.061457448071450704,0.07115378379892469,0.8759075639082096,-0.1926459777391163,0.3190175512238163,0.031424581005586594,5.925985230718265,31,289,40,358
S018,8.5,0.5,-0.5,50.0,0.060470080589966724,0.0710455261386029,0.8639727698018709,-0.1938166491158585,0.31199631644554593,0.031424581005586594,5.76371989792984,31,289,40,358
S027,10.0,0.5,-0.5,0.0,0.06190269856816899,0.07449267814199066,0.8455244763989775,-0.19532818746483194,0.31691636200389317,0.033100558659217884,6.000594500299674,31,292,37,358
S027,10.0,0.5,-0.5,5.0,0.0616950338341935,0.07446419867399995,0.8431807559561053,-0.1958100846508174,0.3150758754035193,0.033100558659217884,5.9656844744388415,31,292,37,358
S027,10.0,0.5,-0.5,10.0,0.06148734893005847,0.0744364590815822,0.8408268844311508,-0.19629183768390934,0.3132445528839164,0.033100558659217884,5.93096741512857,31,292,37,358
S027,10.0,0.5,-0.5,25.0,0.06086417311707071,0.07435768772779211,0.833704863829665,-0.19773623186582978,0.3078048597505841,0.033100558659217884,5.827963955374891,31,292,37,358
S027,10.0,0.5,-0.5,50.0,0.05982514261490901,0.0742412727388985,0.8216366302951418,-0.20014067244451073,0.2989154672271605,0.033100558659217884,5.66005750728282,31,292,37,358
