Date,gross_return,net_return,turnover,equity_gross,equity_net
2006-01-31,-0.020314666666666665,-0.020314666666666665,0.0,2.07365051056267,2.07365051056267
2006-02-28,0.005082666666666668,0.005082666666666668,0.0,2.084190184891023,2.084190184891023
2006-03-31,0.0242343333333333,0.0242343333333333,0.0,2.1346991445617336,2.1346991445617336
2006-04-28,-0.0091373333333333,-0.0091373333333333,0.0,2.1151936869114913,2.1151936869114913
2006-05-31,-0.00603,-0.00603,0.0,2.102439068979415,2.102439068979415
2006-06-30,0.015796333333333332,0.015796333333333332,0.0,2.135649897326037,2.135649897326037
2006-07-31,0.02570550000000003,0.02570550000000003,0.9999999999999999,2.1905478457617513,2.1905478457617513
2006-08-31,0.01228516666666658,0.01228516666666658,0.0,2.2174590911382417,2.2174590911382417
2006-09-29,0.006363833333333423,0.006363833333333423,0.0,2.23157063121773,2.23157063121773
2006-10-31,0.015731749999999926,0.015731749999999926,0.0,2.2666771424953893,2.2666771424953893
2006-11-30,-0.015394666666666664,-0.015394666666666664,0.9999999999999999,2.2317824034457203,2.2317824034457203
2006-12-29,0.003903666666666666,0.003903666666666666,0.0,2.240494538021305,2.240494538021305
2007-01-31,0.009471666666666666,0.009471666666666666,0.0,2.26171575545393,2.26171575545393
2007-02-28,0.003284000000000033,0.003284000000000033,0.0,2.269143229994841,2.269143229994841
2007-03-30,0.005748749999999992,0.005748749999999992,0.9999999999999999,2.282187967138274,2.282187967138274
2007-04-30,0.006554,0.006554,0.9999999999999999,2.297145427074898,2.297145427074898
2007-05-31,-0.013457333333333333,-0.013457333333333333,0.0,2.266231975347609,2.266231975347609
2007-06-29,-0.004447666666666667,-0.004447666666666667,0.0,2.2561525309319213,2.2561525309319213
2007-07-31,0.021765000000000007,0.021765000000000007,0.9999999999999999,2.3052576907676547,2.3052576907676547
2007-08-31,-0.0010961666666666416,-0.0010961666666666416,0.0,2.3027307441289584,2.3027307441289584
2007-09-28,0.013656583333333378,0.013656583333333378,0.0,2.3341781784303843,2.3341781784303843
2007-10-31,-0.024068,-0.024068,0.9999999999999999,2.277999178031922,2.277999178031922
2007-11-30,-0.003968916666666723,-0.003968916666666723,0.9999999999999999,2.268957989127578,2.268957989127578
2007-12-31,0.039911166666666664,0.039911166666666664,0.0,2.359514749591314,2.359514749591314
2008-01-31,0.010125750000000055,0.010125750000000055,0.0,2.383406606066988,2.383406606066988
2008-02-29,0.011390333333333306,0.011390333333333306,0.0,2.4105544017789597,2.4105544017789597
