evaluation_scope,precision,recall,f1,auc_score,auc_binary,n_positive_signals,n_true_events,n_transitions,n_buy,n_hold,n_sell,n_total
full_sample_causal,0.609375,0.3406113537117904,0.4369747899159664,0.47168290225058784,0.4779979845482029,128,229,146,128,130,102,360
