,evaluation_scope,ann_return,ann_vol,sharpe,max_drawdown,calmar,avg_turnover,info_ratio,win_rate,payout_ratio,pi_plus,pi_minus
PrimaryV1,full_sample_causal,0.06488710618034421,0.07231397423722381,0.9077294842208194,-0.20622710930473098,0.31463907145429626,0.09818435754189946,,0.6368715083798883,1.1174366684228922,0.017537748684210517,-0.01569462429487179
