Model,Annualized Return,Volatility,Sharpe Ratio,Max Drawdown,Win Rate,Cumulative Return,Information Ratio,Strategy-SPX Correlation,Indicator Pair Correlation,Indicator-to-SPX Correlation,Precision,Recall,F1 Score,Periods
Primary Joubert+QuantAtoZ,0.06035438911884561,0.13585154563489735,0.4442672244675725,-0.42154956525630616,0.5397489539748954,2.212919526650059,-0.4049561328637184,0.8899022002595751,0.28212125404640936,0.03637448593568579,0.5663265306122449,0.8102189781021898,0.6666666666666667,239
