Date,Price,Return
2015-07-31,2103.84,0.0197
2015-08-31,1972.18,-0.0626
2015-09-30,1920.03,-0.0264
2015-10-30,2079.36,0.083
2015-11-30,2080.41,0.0005
2015-12-31,2043.94,-0.0175
2016-01-29,1940.24,-0.0507
2016-02-29,1932.23,-0.0040999999999999995
2016-03-31,2059.74,0.066
2016-04-29,2065.3,0.0027
2016-05-31,2096.96,0.015300000000000001
2016-06-30,2098.86,0.0009
2016-07-29,2173.6,0.0356
2016-08-31,2170.95,-0.0012
2016-09-30,2168.27,-0.0012
2016-10-31,2126.15,-0.0194
2016-11-30,2198.81,0.0342
2016-12-30,2238.83,0.0182
2017-01-31,2278.87,0.0179
2017-02-28,2363.64,0.037200000000000004
2017-03-31,2362.72,-0.0004
2017-04-28,2384.2,0.0091
2017-05-31,2411.8,0.0116
2017-06-30,2423.41,0.0048
2017-07-31,2470.3,0.019299999999999998
2017-08-31,2471.65,0.0005
2017-09-29,2519.36,0.019299999999999998
2017-10-31,2575.26,0.0222
2017-11-30,2647.58,0.0281
2017-12-29,2673.61,0.0098
2018-01-31,2823.81,0.0562
2018-02-28,2713.83,-0.038900000000000004
2018-03-30,2640.87,-0.0269
2018-04-30,2648.05,0.0027
2018-05-31,2705.27,0.0216
2018-06-29,2718.37,0.0048
2018-07-31,2816.29,0.036000000000000004
2018-08-31,2901.52,0.030299999999999997
2018-09-28,2913.98,0.0043
2018-10-31,2711.74,-0.0694
2018-11-30,2760.17,0.0179
2018-12-31,2506.85,-0.09179999999999999
2019-01-31,2704.1,0.0787
2019-02-28,2784.49,0.0297
2019-03-29,2834.4,0.0179
2019-04-30,2945.83,0.0393
2019-05-31,2752.06,-0.0658
2019-06-28,2941.76,0.0689
2019-07-31,2980.38,0.0131
2019-08-30,2926.46,-0.0181
2019-09-30,2976.74,0.0172
2019-10-31,3037.56,0.0204
2019-11-29,3140.98,0.034
2019-12-31,3230.78,0.0286
2020-01-31,3225.52,-0.0016
2020-02-28,2954.22,-0.08410000000000001
2020-03-31,2584.59,-0.1251
2020-04-30,2912.43,0.1268
2020-05-29,3044.31,0.0453
2020-06-30,3100.29,0.0184
2020-07-31,3271.12,0.055099999999999996
2020-08-31,3500.31,0.0701
2020-09-30,3363.0,-0.0392
2020-10-30,3269.96,-0.0277
2020-11-30,3621.63,0.1075
2020-12-31,3756.07,0.0371
2021-01-29,3714.24,-0.0111
2021-02-26,3811.15,0.026099999999999998
2021-03-31,3972.89,0.0424
2021-04-30,4181.17,0.0524
2021-05-31,4204.11,0.0055000000000000005
2021-06-30,4297.5,0.0222
2021-07-30,4395.26,0.0227
2021-08-31,4522.68,0.028999999999999998
2021-09-30,4307.54,-0.047599999999999996
2021-10-29,4605.38,0.0691
2021-11-30,4567.0,-0.0083
2021-12-31,4766.18,0.0436
2022-01-31,4515.55,-0.0526
2022-02-28,4373.94,-0.031400000000000004
2022-03-31,4530.41,0.0358
2022-04-29,4131.93,-0.08800000000000001
2022-05-31,4132.15,0.0001
2022-06-30,3785.38,-0.0839
2022-07-29,4130.29,0.0911
2022-08-31,3955.0,-0.0424
2022-09-30,3585.62,-0.0934
2022-10-31,3871.98,0.0799
2022-11-30,4080.11,0.0538
2022-12-30,3839.5,-0.059000000000000004
2023-01-31,4076.6,0.061799999999999994
2023-02-28,3970.15,-0.026099999999999998
2023-03-31,4109.31,0.0351
2023-04-28,4169.48,0.0146
2023-05-31,4179.83,0.0025
2023-06-30,4450.38,0.0647
2023-07-31,4588.96,0.0311
2023-08-31,4507.66,-0.0177
2023-09-29,4288.05,-0.0487
2023-10-31,4193.8,-0.022000000000000002
2023-11-30,4567.8,0.0892
2023-12-29,4769.83,0.044199999999999996
2024-01-31,4845.65,0.0159
2024-02-29,5096.27,0.051699999999999996
2024-03-29,5254.35,0.031
2024-04-30,5035.69,-0.0416
2024-05-31,5277.51,0.048
2024-06-28,5460.48,0.0347
2024-07-31,5522.3,0.0113
2024-08-30,5648.4,0.022799999999999997
2024-09-30,5762.48,0.0202
2024-10-31,5705.45,-0.009899999999999999
2024-11-29,6032.38,0.057300000000000004
2024-12-31,5881.63,-0.025
2025-01-31,6040.53,0.027000000000000003
2025-02-28,5954.5,-0.014199999999999999
2025-03-31,5611.85,-0.0575
2025-04-30,5569.06,-0.0076
2025-05-30,5911.69,0.061500000000000006
2025-06-30,6204.95,0.0496
2025-07-31,6339.39,0.0217
2025-08-29,6460.26,0.0191
2025-09-30,6688.46,0.0353
2025-10-31,6840.2,0.0227
2025-11-28,6849.09,0.0013
2025-12-31,6845.5,-0.0005
