Model,Annualized Return,Volatility,Sharpe Ratio,Max Drawdown,Win Rate,Cumulative Return,Information Ratio,Strategy-SPX Correlation,Indicator Pair Correlation,Indicator-to-SPX Correlation,Precision,Recall,F1 Score,Periods
Primary Joubert+QuantAtoZ,0.08737696003428552,0.14878363513043763,0.5872753408510467,-0.4845888635777462,0.6443514644351465,4.3036011540102335,-0.028619292112233276,0.9837431581877806,0.28212125404640936,0.03637448593568579,0.6623931623931624,0.9872611464968153,0.7928388746803069,239
