Date,spx_Price,spx_Return,I1_AR3,I1_AR3_Forecast,I2_MACD,I2_MACD_Line,I2_MACD_Vel,I3_CreditSpread,I3_Spread_Index,I3_Spread_ROC_Inv,I4_CommodityMom,I4_Commodity_ZScore,I5_VolRegime,I5_Vol_ZScore,Vote_Sum,Composite_Score,Signal,Position,Forward_Return,Strategy_Return,BH_Return,Strategy_Cumulative,BH_Cumulative,Bench_6040_Return,Bench_6040_Cumulative,Bench_EW_Return,Bench_EW_Cumulative,Bench_SMA_Return,Bench_SMA_Cumulative,Bench_Random_Return,Bench_Random_Cumulative,Meta_Label,Rolling_Sharpe,Rolling_HitRate,Set
1996-11-29,757.02,0.07339999999999999,0.0,,1.0,40.38250758084291,18.063389157382176,1.0,0.04403200000000006,0.205308,0.0,,0.0,,2.0,0.4,SELL,0,-0.0215,-0.0,-0.0215,1.0,1.1647281596238486,0.011852000000000001,1.165604194549987,0.00894125,1.1306027607198064,-0.0,1.0,-0.021499999999999915,1.19044337580437,1.0,,0.18181818181818182,train
1996-12-31,740.74,-0.0215,0.0,,0.0,38.92093881969549,-1.4615687611474186,1.0,0.11971200000000005,0.073861,0.0,,0.0,,1.0,0.2,SELL,0,0.0613,0.0,0.0613,1.0,1.2361259958087905,0.0415168,1.21399635077428,0.019142,1.152244758765505,0.0613,1.0613,0.06129999999999984,1.2634175547411777,0.0,,0.16666666666666666,train
1997-01-31,786.16,0.0613,1.0,0.007644686062200987,1.0,49.23657534289009,10.315636523194598,1.0,0.13015400000000005,-0.018184999999999993,0.0,,0.0,,3.0,0.6,BUY,1,0.0059,0.0059,0.0059,1.0059,1.2434191391840623,0.0071124,1.222630778419527,0.00639275,1.1596107714471031,0.0059,1.06756167,0.005900000000000054,1.2708717183141507,1.0,0.9999999999999999,0.25,train
1997-02-28,790.82,0.0059,0.0,-0.02267729076319808,1.0,50.46328343484333,1.2267080919532418,1.0,0.13488500000000006,-0.090853,0.0,,0.0,,2.0,0.4,SELL,0,-0.0426,-0.0,-0.0426,1.0059,1.1904494838548214,-0.004131599999999999,1.2175793570954088,0.00293175,1.163010460326293,-0.0426,1.022083542858,0.0,1.2708717183141507,1.0,0.9999999999999999,0.3333333333333333,train
1997-03-31,757.12,-0.0426,1.0,0.03818249936768064,0.0,35.65482006929312,-14.80846336555021,0.0,0.20405600000000007,-0.08434400000000002,0.0,,0.0,,1.0,0.2,SELL,0,0.0584,0.0,0.0584,1.0059,1.259971733711943,0.02432,1.247190887059969,0.01258275,1.1776443301959636,0.0584,1.081773221760907,0.05839999999999997,1.345090626663697,0.0,0.9999999999999999,0.3333333333333333,train
1997-04-30,801.34,0.0584,1.0,0.025925578540614655,1.0,40.42546504981408,4.770644980520956,1.0,0.16205600000000006,-0.031902000000000014,0.0,,0.0,,3.0,0.6,BUY,1,0.058600000000000006,0.058600000000000006,0.058600000000000006,1.06484574,1.3338060773074627,0.0316472,1.2866609865009335,0.017886750000000003,1.198708559919096,0.058600000000000006,1.1451651325560963,0.058599999999999944,1.4239129373861896,1.0,1.1052060324108073,0.4166666666666667,train
1997-05-30,848.28,0.058600000000000006,1.0,0.009780504575445648,1.0,53.637504810044106,13.212039760230027,1.0,0.14197400000000007,-0.007089000000000012,0.0,,0.0,,3.0,0.6,BUY,1,0.0435,0.0435,0.0435,1.1111665296900002,1.3918266416703375,0.016549199999999997,1.307954196498735,-0.006913250000000001,1.1904215879672355,0.0435,1.1949798158222866,0.04350000000000007,1.485853150162489,1.0,1.5607943889971168,0.5,train
1997-06-30,885.14,0.0435,0.0,-0.0029212141000238855,1.0,65.89447518377051,12.256970373726404,1.0,0.10389700000000007,0.100159,0.0,,0.0,,2.0,0.4,SELL,0,0.0781,0.0,0.0781,1.1111665296900002,1.500528302384791,0.016767599999999994,1.3298854492839471,0.01686,1.2104920959403633,0.0781,1.2883077394380074,0.07810000000000003,1.6018982811901794,0.0,1.5607943889971168,0.4166666666666667,train
1997-07-31,954.29,0.0781,1.0,0.006999473912580443,1.0,86.92055622904309,21.026081045272576,1.0,-0.007933999999999941,0.16999,0.0,,0.0,,3.0,0.6,BUY,1,-0.0574,-0.0574,-0.0574,1.0473855708857942,1.414397977827904,-0.012613199999999998,1.3131113381350388,-0.00569675,1.203596225092815,-0.0574,1.2143588751942658,-0.057400000000000055,1.509949319849863,0.0,0.5272575959679461,0.4166666666666667,train
1997-08-29,899.47,-0.0574,1.0,0.029702069367543518,0.0,70.17753881765066,-16.74301741139243,1.0,0.06143300000000006,0.08054100000000002,0.0,,0.0,,2.0,0.4,SELL,0,0.053200000000000004,0.0,0.053200000000000004,1.0473855708857942,1.4896439502483485,0.017028,1.3354709980008024,0.010035000000000002,1.2156743132116214,0.053200000000000004,1.2789627673546007,0.05319999999999997,1.5902786236658757,0.0,0.5272575959679461,0.4166666666666667,train
1997-09-30,947.28,0.053200000000000004,1.0,0.03052903418935045,1.0,72.16061907502194,1.9830802573712845,1.0,0.006703000000000056,0.09719400000000002,0.0,,0.0,,3.0,0.6,BUY,1,-0.0345,-0.0345,-0.0345,1.0112507686902343,1.4382512339647806,-0.0385272,1.2840190397666258,-0.0166595,1.1954217869906725,-0.0345,1.2348385518808669,-0.034499999999999975,1.535414011149403,0.0,0.15551702248663074,0.4166666666666667,train
1997-10-31,914.62,-0.0345,1.0,0.016337731080903792,0.0,56.02000471894462,-16.14061435607732,1.0,-0.05056499999999994,0.042631,0.0,,0.0,,2.0,0.4,SELL,0,0.0446,0.0,0.0446,1.0112507686902343,1.5023972389996099,0.0297096,1.3221667318304762,0.003506499999999999,1.1996135334867553,0.0446,1.2899123512947535,0.04459999999999996,1.6038934760466663,0.0,0.15551702248663074,0.4166666666666667,train
1997-11-28,955.4,0.0446,1.0,0.04927148087921614,1.0,57.29975296246346,1.2797482435188385,1.0,-0.048790999999999946,0.110224,0.0,,0.0,,3.0,0.6,BUY,1,0.015700000000000002,0.015700000000000002,0.015700000000000002,1.027127405758671,1.5259848756519039,0.0004312000000000014,1.3227368501252414,-0.0101685,1.1874152632714952,0.015700000000000002,1.310163975210081,0.0,1.6038934760466663,1.0,0.30433630742139156,0.4166666666666667,train
1997-12-31,970.43,0.015700000000000002,1.0,0.006602226584932668,1.0,57.39649061095179,0.09673764848832889,1.0,-0.08186299999999994,0.08856599999999999,0.0,,0.0,,3.0,0.6,BUY,1,0.0102,0.0102,0.0102,1.0376041052974094,1.5415499213835533,-0.010390000000000003,1.30899361425244,-0.004922750000000002,1.1815699147842254,0.0102,1.323527647757224,0.01019999999999993,1.6202531895023422,1.0,0.40112662200176885,0.5,train
1998-01-30,980.28,0.0102,1.0,0.029415256568526733,0.0,55.35229322979228,-2.044197381159506,1.0,-0.13503799999999994,0.08447299999999999,0.0,,0.0,,2.0,0.4,SELL,0,0.0704,0.0,0.0704,1.0376041052974094,1.6500750358489555,0.0507412,1.375413521031946,0.011140500000000003,1.194733194419879,0.0704,1.4167039941593327,0.07040000000000002,1.7343190140433071,0.0,0.3447163305986565,0.4166666666666667,train
1998-02-27,1049.34,0.0704,1.0,0.02024782994234705,1.0,71.4576403711551,16.105347141362813,1.0,-0.11348499999999993,0.06469399999999999,0.0,,0.0,,3.0,0.6,BUY,1,0.0499,0.0499,0.0499,1.0893805501517502,1.7324137801378185,0.0322168,1.4197249433563282,0.0144185,1.2119594549836221,0.0499,1.4873975234678836,0.04990000000000006,1.8208615328440683,1.0,0.7505392782923596,0.4166666666666667,train
1998-03-31,1101.75,0.0499,1.0,0.006079768797784672,1.0,88.22595144069851,16.768311069543415,1.0,-0.11149299999999994,0.029630000000000004,0.0,,0.0,,3.0,0.6,BUY,1,0.0091,0.0091,0.0091,1.0992939131581312,1.748178745537073,0.006662800000000001,1.4291842867089226,0.00030025000000000017,1.212323345809981,0.0091,1.5009328409314415,0.009100000000000082,1.8374313727929494,1.0,0.8318431976343428,0.5,train
1998-04-30,1111.75,0.0091,1.0,0.01798519928675847,1.0,90.24699220181196,2.021040761113454,1.0,-0.11478599999999994,-0.020251999999999992,0.0,,0.0,,3.0,0.6,BUY,1,-0.018799999999999997,-0.018799999999999997,-0.018799999999999997,1.0786271875907583,1.7153129851209759,-0.0196736,1.401067086725926,-0.0202525,1.1877707672489644,-0.018799999999999997,1.4727153035219305,-0.018800000000000035,1.802887662984442,0.0,0.17270791529078855,0.4166666666666667,train
1998-05-29,1090.82,-0.018799999999999997,1.0,0.022938307972122936,0.0,76.2099641311936,-14.037028070618362,1.0,-0.14766999999999994,0.03418500000000001,0.0,,0.0,,2.0,0.4,SELL,0,0.0394,0.0,0.0394,1.0786271875907583,1.7828963167347425,0.016003199999999995,1.4234886435282186,0.00046899999999999893,1.1883278317388042,0.0394,1.5307402864806947,0.03940000000000008,1.873921436906029,0.0,-0.28138544178548275,0.3333333333333333,train
1998-06-30,1133.84,0.0394,1.0,0.028144613586223,1.0,77.22754681765036,1.0175826864567625,1.0,-0.17416199999999993,0.06266899999999999,0.0,,0.0,,3.0,0.6,BUY,1,-0.0116,-0.0116,-0.0116,1.0661151122147055,1.7622147194606192,-0.0034343999999999993,1.4185998141308853,-0.01699375,1.1681336856481928,-0.0116,1.5129836991575185,0.0,1.873921436906029,0.0,-0.40596930536209597,0.3333333333333333,train
1998-07-31,1120.67,-0.0116,1.0,0.02024097829413458,0.0,66.43269002414172,-10.794856793508643,1.0,-0.16444799999999993,0.049661999999999984,0.0,,0.0,,2.0,0.4,SELL,0,-0.1458,-0.0,-0.1458,1.0661151122147055,1.505283813363261,-0.125194,1.2409996290005831,-0.0756885,1.0797193991820095,-0.1458,1.2923906758203523,-0.1458,1.60070369140513,1.0,0.28330875235745423,0.4166666666666667,train
1998-08-31,957.28,-0.1458,1.0,0.034172573002276684,0.0,3.9895495155114986,-62.44314050863022,1.0,-0.2634329999999999,0.11576299999999998,0.0,,0.0,,2.0,0.4,SELL,0,0.062400000000000004,0.0,0.062400000000000004,1.0661151122147055,1.5992135233171283,-0.007254400000000001,1.2319969212919613,0.014100250000000002,1.0949437126403256,0.062400000000000004,1.3730358539915424,0.0,1.60070369140513,0.0,0.28330875235745423,0.4166666666666667,train
1998-09-30,1017.01,0.062400000000000004,1.0,0.0414803632442776,0.0,-2.913057921247173,-6.902607436758672,1.0,-0.40756899999999996,0.23340700000000003,0.0,,0.0,,2.0,0.4,SELL,0,0.0803,0.0,0.0803,1.0661151122147055,1.7276303692394936,0.064922,1.311980625416078,0.01842525,1.1151183242816518,0.0803,1.4832906330670632,0.08030000000000007,1.729240197824962,0.0,0.9276746928750915,0.4166666666666667,train
1998-10-30,1098.67,0.0803,1.0,0.010777788416966824,1.0,20.510698847464937,23.42375676871211,1.0,-0.35031399999999996,0.18586600000000003,0.0,,0.0,,3.0,0.6,BUY,1,0.0591,0.0591,0.0591,1.1291225153465945,1.8297333240615477,0.044927999999999996,1.3709252909547716,0.00649075,1.122356278544983,0.0591,1.5709531094813265,0.05909999999999997,1.8314382935164173,1.0,1.4246115494327138,0.5,train
