Date,gross_return,net_return,turnover,equity_gross,equity_net
1996-02-29,0.007104666666666681,0.007104666666666681,0.0,1.0071046666666668,1.0071046666666668
1996-03-29,0.006396124999999994,0.006396124999999994,0.0,1.0135462340027501,1.0135462340027501
1996-04-30,0.0006175833333333285,0.0006175833333333285,0.0,1.014172183264433,1.014172183264433
1996-05-31,0.007267999999999988,0.007267999999999988,0.0,1.021543186692399,1.021543186692399
1996-06-28,-0.016028124999999994,-0.016028124999999994,0.0,1.005169764803195,1.005169764803195
1996-07-31,0.01319866666666666,0.01319866666666666,0.0,1.018436665472244,1.018436665472244
1996-08-30,0.0255622083333333,0.0255622083333333,0.0,1.044470155689351,1.044470155689351
1996-09-30,0.017945208333333316,0.017945208333333316,0.0,1.0632133902311456,1.0632133902311456
1996-10-31,0.044167374999999995,0.044167374999999995,0.0,1.1101727347425059,1.1101727347425059
1996-11-29,-0.013217083333333348,-0.013217083333333348,0.0,1.0954994891930196,1.0954994891930196
1996-12-31,0.01590358333333334,0.01590358333333334,0.0,1.112921856611025,1.112921856611025
1997-01-31,0.004280416666666672,0.004280416666666672,0.0,1.1176856258747603,1.1176856258747603
1997-02-28,-0.01655475,-0.01655475,0.0,1.0991826197598102,1.0991826197598102
1997-03-31,0.02465212499999998,0.02465212499999998,0.0,1.1262798070999567,1.1262798070999567
1997-04-30,0.010613333333333395,0.010613333333333395,0.75,1.138233390119311,1.138233390119311
1997-05-30,0.019064166666666618,0.019064166666666618,0.0,1.1599328611741104,1.1599328611741104
1997-06-30,0.04698166666666666,0.04698166666666666,0.0,1.2144284402135055,1.2144284402135055
1997-07-31,-0.02287083333333332,-0.02287083333333332,0.0,1.1866534497621224,1.1866534497621224
1997-08-29,0.025342500000000007,0.025342500000000007,0.0,1.2167262148127191,1.2167262148127191
1997-09-30,0.028205833333333336,0.028205833333333336,0.0,1.2510449916400241,1.2510449916400241
1997-10-31,0.0012041666666667275,0.0012041666666667275,0.0,1.2525514583174573,1.2525514583174573
1997-11-28,0.016114999999999956,0.016114999999999956,0.0,1.2727363250682429,1.2727363250682429
1997-12-31,0.024929999999999976,0.024929999999999976,0.0,1.304465641652194,1.304465641652194
1998-01-30,-0.005357499999999978,-0.005357499999999978,0.0,1.2974769669770423,1.2974769669770423
1998-02-27,0.001964999999999993,0.001964999999999993,0.0,1.3000265092171521,1.3000265092171521
1998-03-31,0.0032666666666666374,0.0032666666666666374,0.0,1.3042732624805946,1.3042732624805946
1998-04-30,0.014840833333333423,0.014840833333333423,0.0,1.3236297645901922,1.3236297645901922
1998-05-29,0.013636666666666653,0.013636666666666653,0.0,1.3416796624799872,1.3416796624799872
1998-06-30,0.0004583333333333219,0.0004583333333333219,0.0,1.342294598991957,1.342294598991957
1998-07-31,0.0486083333333333,0.0486083333333333,0.0,1.407541302291291,1.407541302291291
1998-08-31,0.05140666666666669,0.05140666666666669,0.0,1.4798983088377453,1.4798983088377453
1998-09-30,-0.012041666666666763,-0.012041666666666763,0.0,1.4620778667021574,1.4620778667021574
1998-10-30,-0.005427499999999946,-0.005427499999999946,0.0,1.4541424390806317,1.4541424390806317
1998-11-30,0.009538333333333399,0.009538333333333399,0.0,1.4680125343787291,1.4680125343787291
1998-12-31,0.0036183333333333137,0.0036183333333333137,0.0,1.4733242930656227,1.4733242930656227
1999-01-29,-0.03139633333333333,-0.03139633333333333,0.9999999999999999,1.4270673124524367,1.4270673124524367
1999-02-26,0.008230833333333326,0.008230833333333326,0.9999999999999999,1.4388132656566808,1.4388132656566808
1999-03-31,0.025838,0.025838,0.9999999999999999,1.475989322814718,1.475989322814718
1999-04-30,-0.03438366666666667,-0.03438366666666667,0.0,1.4252393979354976,1.4252393979354976
1999-05-31,0.03354633333333333,0.03354633333333333,0.0,1.4730509538584409,1.4730509538584409
1999-06-30,-0.007946,-0.007946,0.0,1.4613460909790816,1.4613460909790816
1999-07-30,0.01494933333333333,0.01494933333333333,0.0,1.4831922408084914,1.4831922408084914
1999-08-31,0.010060999999999966,0.010060999999999966,0.0,1.4981146379432655,1.4981146379432655
1999-09-30,0.007899666666666699,0.007899666666666699,0.0,1.5099492442114713,1.5099492442114713
1999-10-29,0.013009999999999999,0.013009999999999999,0.0,1.5295936838786623,1.5295936838786623
1999-11-30,0.025583999999999996,0.025583999999999996,0.0,1.568726808687014,1.568726808687014
1999-12-31,-0.0017266666666666312,-0.0017266666666666312,0.0,1.5660181403973479,1.5660181403973479
2000-01-31,0.0006980000000000328,0.0006980000000000328,0.0,1.5671112210593454,1.5671112210593454
2000-02-29,0.03663233333333333,0.03663233333333333,0.0,1.6245181616795985,1.6245181616795985
2000-03-31,-0.012676666666666656,-0.012676666666666656,0.9999999999999999,1.60392468645004,1.60392468645004
2000-04-28,7.66666666666381e-05,7.66666666666381e-05,0.0,1.6040476540093347,1.6040476540093347
2000-05-31,0.025711666666666688,0.025711666666666688,0.0,1.6452903926066713,1.6452903926066713
2000-06-30,-0.019724999999999965,-0.019724999999999965,0.9999999999999999,1.6128370396125047,1.6128370396125047
2000-07-31,0.031035833333333335,0.031035833333333335,0.9999999999999999,1.6628927811677452,1.6628927811677452
2000-08-31,-0.019681333333333335,-0.019681333333333335,0.9999999999999999,1.6301648340439892,1.6301648340439892
2000-09-29,0.00916999999999991,0.00916999999999991,0.9999999999999999,1.6451134455721723,1.6451134455721723
2000-10-31,0.028847500000000054,0.028847500000000054,0.0,1.692570855693316,1.692570855693316
2000-11-30,0.03481666666666667,0.03481666666666667,0.0,1.751500530985705,1.751500530985705
2000-12-29,0.004090000000000007,0.004090000000000007,0.0,1.7586641681574364,1.7586641681574364
2001-01-31,0.02279166666666668,0.02279166666666668,0.0,1.7987470556566916,1.7987470556566916
2001-02-28,0.0022949999999999837,0.0022949999999999837,0.0,1.8028751801494236,1.8028751801494236
2001-03-30,-0.03168750000000005,-0.03168750000000005,0.0,1.7457465728784385,1.7457465728784385
2001-04-30,0.0007933333333333351,0.0007933333333333351,0.0,1.7471315318262555,1.7471315318262555
2001-05-31,0.0018491666666666856,0.0018491666666666856,0.0,1.750362269217191,1.750362269217191
2001-06-29,0.03494,0.03494,0.0,1.8115199269036395,1.8115199269036395
2001-07-31,0.023081666666666664,0.023081666666666664,0.0,1.8533328260164537,1.8533328260164537
2001-08-31,0.02476666666666665,0.02476666666666665,0.0,1.8992337023407944,1.8992337023407944
2001-09-28,0.03408333333333334,0.03408333333333334,0.0,1.9639659176955762,1.9639659176955762
2001-10-31,-0.040673333333333304,-0.040673333333333304,0.0,1.884084877269838,1.884084877269838
2001-11-30,-0.021454999999999995,-0.021454999999999995,0.0,1.8436618362280135,1.8436618362280135
2001-12-31,0.005739166666666604,0.005739166666666604,0.0,1.8542429187830987,1.8542429187830987
2002-01-31,0.0034449999999999993,0.0034449999999999993,0.9999999999999999,1.8606307856383062,1.8606307856383062
2002-02-28,-0.040050833333333334,-0.040050833333333334,0.9999999999999999,1.7861109721478372,1.7861109721478372
2002-03-29,-0.016791999999999967,-0.016791999999999967,0.9999999999999999,1.7561185967035309,1.7561185967035309
2002-04-30,0.007807249999999972,0.007807249999999972,0.9999999999999999,1.7698290536176444,1.7698290536176444
2002-05-31,-0.018119999999999997,-0.018119999999999997,0.9999999999999999,1.7377597511660927,1.7377597511660927
2002-06-28,0.03270158333333332,0.03270158333333332,0.9999999999999999,1.7945872464821633,1.7945872464821633
2002-07-31,0.030737166666666677,0.030737166666666677,0.0,1.84974777377516,1.84974777377516
2002-08-30,0.04992025,0.04992025,0.0,1.9420876450789595,1.9420876450789595
2002-09-30,-0.02236033333333333,-0.02236033333333333,0.0,1.8986619179724455,1.8986619179724455
2002-10-31,-0.02333574999999998,-0.02333574999999998,0.0,1.8543552181201202,1.8543552181201202
2002-11-29,0.005993999999999998,0.005993999999999998,0.9999999999999999,1.8654702232975322,1.8654702232975322
2002-12-31,0.017561666666666663,0.017561666666666663,0.0,1.8982309895356757,1.8982309895356757
2003-01-31,0.012072999999999966,0.012072999999999966,0.0,1.92114833227234,1.92114833227234
2003-02-28,-0.022516666666666667,-0.022516666666666667,0.0,1.8778904756573411,1.8778904756573411
2003-03-31,0.0312766666666667,0.0312766666666667,0.0,1.9366246301009837,1.9366246301009837
2003-04-30,0.04693666666666666,0.04693666666666666,0.0,2.02752333482249,2.02752333482249
2003-05-30,-0.00551,-0.00551,0.0,2.016351681247618,2.016351681247618
2003-06-30,-0.007319333333333333,-0.007319333333333333,0.0,2.0015933311753398,2.0015933311753398
2003-07-31,0.021630666666666666,0.021630666666666666,0.0,2.044889129324216,2.044889129324216
2003-08-29,0.007965000000000033,0.007965000000000033,0.0,2.0611766712392834,2.0611766712392834
2003-09-30,0.030474666666666667,0.030474666666666667,0.0,2.12399034323641,2.12399034323641
2003-10-31,0.002791999999999967,0.002791999999999967,0.0,2.1299205242747257,2.1299205242747257
2003-11-28,0.045006999999999964,0.045006999999999964,0.0,2.2257818573107584,2.2257818573107584
2003-12-31,0.015060333333333332,0.015060333333333332,0.0,2.259302874009144,2.259302874009144
2004-01-30,0.02960899999999997,0.02960899999999997,0.0,2.326198572805681,2.326198572805681
2004-02-27,0.007664666666666666,0.007664666666666666,0.0,2.344028109466712,2.344028109466712
2004-03-31,-0.02223433333333333,-0.02223433333333333,0.0,2.291910207138126,2.291910207138126
2004-04-30,0.0070153333333333335,0.0070153333333333335,0.0,2.307988721211269,2.307988721211269
2004-05-31,-0.0067206666666666335,-0.0067206666666666335,0.0,2.292477498345582,2.292477498345582
2004-06-30,-0.0017916666666666654,-0.0017916666666666654,0.0,2.288370142827713,2.288370142827713
2004-07-30,0.002193999999999966,0.002193999999999966,0.0,2.293390826921077,2.293390826921077
2004-08-31,0.003201083333333339,0.003201083333333339,0.9999999999999999,2.300732162073954,2.300732162073954
